Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1120.832,13.561906,39.000
PNW89007,5090,4883.832,0.092945,1.165
PNW89008,3975,3768.832,0.000000,0.000
PNW87871,2041,1834.832,0.000000,0.000
PNW88663,2930,2723.832,14.452327,101.000
PNW87935,3925,3718.832,2.829788,27.000
PNW88719,3075,2868.832,0.000000,0.000
PNW88720,2102,1895.832,0.000000,0.000
PNW89054,1495,1288.832,42.640223,141.000
PNW88445,6061,5854.832,7.988469,120.000
PNW88986,3053,2846.832,3.012018,22.000
PNW87807,9739,9532.832,2.739363,67.000
PNW88379,4494,4287.832,26.858506,295.476
PNW88378,1626,1419.832,0.000000,0.000
PNW88412,1716,1509.832,18.586626,72.000
PNW89087,3057,2850.832,0.564510,4.129
PNW88665,1622,1415.832,0.275287,1.000
PNW88890,2518,2311.832,13.318875,79.000
PNW87944,2485,2278.832,4.275869,25.000
PNW88976,3201,2994.832,39.776427,305.634
PNW88531,1625,1418.832,30.217490,110.000
PNW88118,2291,2084.832,103.757293,555.000
PNW88228,3943,3736.832,2.190345,21.000
PNW88639,2099,1892.832,67.951426,330.000
PNW88721,1108,901.832,9.940284,23.000
PNW88722,381,178.304,0.000000,0.000
PNW88450,8748,8541.832,0.821331,18.000
PNW88449,5442,5235.832,0.000000,0.000
PNW87746,3203,2996.832,4.557441,35.042
PNW88263,1500,1293.832,5.121152,17.000
PNW88830,3784,3577.832,0.000000,0.000
PNW87919,3200,2993.832,1.952813,15.000
PNW87844,10605,10398.832,4.347795,116.000
PNW87843,10599,10392.832,2.810341,74.937
PNW88086,6004,5797.832,13.713910,204.000
PNW88642,626,419.982,0.000000,0.000
PNW87833,1287,1080.832,0.000000,0.000
PNW87832,2976,2769.832,12.664435,90.000
PNW88471,5077,4870.832,31.287464,391.000
PNW87887,2536,2329.832,12.546812,75.000
PNW89021,2091,1884.832,3.101811,15.000
PNW89093,5615,5408.832,8.647180,120.000
PNW87829,2526,2319.832,2.520337,15.001
PNW88777,691,484.918,172.005421,214.000
PNW88254,2082,1875.832,4.155591,20.000
PNW88534,2183,1976.832,0.788655,4.000
PNW87785,2502,2295.832,0.339537,2.000
PNW88324,2416,2209.832,48.503173,275.000
PNW88510,1200,993.832,2.736611,6.978
PNW88509,1921,1714.832,419.122739,1844.022
PNW87979,4252,4045.832,42.098861,437.000
PNW88221,3217,3010.832,14.239768,110.000
PNW88340,3049,2842.832,0.274205,2.000
PNW89032,1285,1078.832,2.890233,8.000
PNW87890,985,778.837,11.009628,22.000
PNW87780,2525,2318.832,4.034026,24.000
PNW87864,1535,1328.832,19.065138,65.000
PNW88904,2758,2551.832,4.889103,32.010
PNW88248,2355,2148.832,0.000000,0.000
PNW88249,2334,2127.832,6.594196,36.000
PNW88667,6336,6129.832,2.734114,43.000
PNW89099,3472,3265.832,0.831956,6.971
PNW88337,5050,4843.832,58.176285,723.000
PNW88648,1640,1433.832,19.028145,70.000
PNW88734,1260,1053.832,4.808046,13.000
PNW88863,5246,5039.832,0.232007,3.000
PNW89046,2706,2499.832,4.209686,27.000
PNW88562,2259,2052.832,1.708779,9.000
PNW87750,3789,3582.832,21.539494,198.000
PNW88182,4240,4033.832,11.811940,122.248
PNW88834,2719,2512.832,24.424064,157.465
PNW87892,2450,2243.832,0.375236,2.160
PNW87863,2342,2135.832,33.884069,185.680
PNW88723,1039,832.832,0.000000,0.000
PNW88724,668,461.936,0.000000,0.000
PNW88500,7078,6871.832,0.340311,6.000
PNW87862,653,446.957,0.872030,1.000
PNW88583,2695,2488.832,2.349051,15.000
PNW88312,2252,2045.832,3.619765,19.000
PNW88636,3185,2978.832,22.505008,172.000
PNW88366,6437,6230.832,4.316183,69.000
PNW88532,3155,2948.832,2.775658,21.000
PNW88199,6286,6079.832,7.949263,124.000
PNW88852,1610,1403.832,6.940992,25.000
PNW89003,3179,2972.832,0.000000,0.000
PNW88553,4592,4385.832,5.509808,62.000
PNW88261,2092,1885.832,2.273455,11.000
PNW88931,3412,3205.832,21.640933,178.000
PNW87865,3055,2848.832,167.596901,1225.000
PNW87757,3143,2936.832,0.663571,5.000
PNW88745,1926,1719.832,1.586385,7.000
PNW87855,1525,1318.832,4.433007,15.000
PNW88710,4192,3985.832,2.167998,22.171
PNW88711,3903,3696.832,3.461206,32.829
PNW88138,8196,7989.832,40.440233,829.000
PNW88226,2906,2699.832,14.003343,97.000
PNW88311,8639,8432.832,3.142912,68.000
PNW88702,1178,971.832,37.699300,94.000
PNW88853,2144,1937.832,2.011317,10.000
PNW88715,1546,1339.832,0.581803,2.000
PNW88758,4378,4171.832,0.934265,10.000
PNW87782,531,325.185,0.000000,0.000
PNW87781,2452,2245.832,9.371589,54.000
