Name,Length,EffectiveLength,TPM,NumReads

PNW88964,1327,1059.695,0.689052,14.000
PNW89007,5090,4822.695,0.109596,10.134
PNW89008,3975,3707.695,0.000000,0.000
PNW87871,2041,1773.695,0.000000,0.000
PNW88663,2930,2662.695,29.340878,1497.923
PNW87935,3925,3657.695,1.140742,80.000
PNW88719,3075,2807.695,0.000000,0.000
PNW88720,2102,1834.695,0.000000,0.000
PNW89054,1495,1227.695,5.990096,141.000
PNW88445,6061,5793.695,17.734972,1970.067
PNW88986,3053,2785.695,1.348236,72.010
PNW87807,9739,9471.695,3.358979,610.000
PNW88379,4494,4226.695,7.305702,592.049
PNW88378,1626,1358.695,0.845594,22.028
PNW88412,1716,1448.695,0.504030,14.000
PNW89087,3057,2789.695,0.096411,5.157
PNW88665,1622,1354.695,0.038500,1.000
PNW88890,2518,2250.695,1.436747,62.000
PNW87944,2485,2217.695,5.808985,247.000
PNW88976,3201,2933.695,131.830843,7415.268
PNW88531,1625,1357.695,0.883549,23.000
PNW88118,2291,2023.695,6.391632,248.000
PNW88228,3943,3675.695,0.156084,11.000
PNW88639,2099,1831.695,398.603257,13998.738
PNW88721,1108,840.695,2.420086,39.009
PNW88722,381,166.923,0.000000,0.000
PNW88450,8748,8480.695,0.437213,71.092
PNW88449,5442,5174.695,0.059556,5.909
PNW87746,3203,2935.695,0.260341,14.654
PNW88263,1500,1232.695,0.338485,8.000
PNW88830,3784,3516.695,0.000000,0.000
PNW87919,3200,2932.695,1.262689,71.000
PNW87844,10605,10337.695,2.378110,471.358
PNW87843,10599,10331.695,7.357033,1457.368
PNW88086,6004,5736.695,7.273370,800.004
PNW88642,626,369.689,0.000000,0.000
PNW87833,1287,1019.695,0.000000,0.000
PNW87832,2976,2708.695,2.310608,120.000
PNW88471,5077,4809.695,1.832628,169.000
PNW87887,2536,2268.695,3.609347,157.000
PNW89021,2091,1823.695,0.142996,5.000
PNW89093,5615,5347.695,1.014433,104.012
PNW87829,2526,2258.695,0.000000,0.000
PNW88777,691,430.199,24.126806,199.005
PNW88254,2082,1814.695,0.258669,9.000
PNW88534,2183,1915.695,0.000000,0.000
PNW87785,2502,2234.695,0.886891,38.000
PNW88324,2416,2148.695,1.869051,77.000
PNW88510,1200,932.695,0.000000,0.000
PNW88509,1921,1653.695,55.196618,1750.100
PNW87979,4252,3984.695,0.589010,45.000
PNW88221,3217,2949.695,2.758371,156.000
PNW88340,3049,2781.695,0.000000,0.000
PNW89032,1285,1017.695,1.127484,22.000
PNW87890,985,717.751,0.000000,0.000
PNW87780,2525,2257.695,0.115507,5.000
PNW87864,1535,1267.695,8.927916,217.000
PNW88904,2758,2490.695,3.168222,151.297
PNW88248,2355,2087.695,0.000000,0.000
PNW88249,2334,2066.695,0.782331,31.000
PNW88667,6336,6068.695,1.091474,127.000
PNW89099,3472,3204.695,0.036408,2.237
PNW88337,5050,4782.695,17.970942,1647.929
PNW88648,1640,1372.695,17.249914,454.000
PNW88734,1260,992.695,4.045573,77.000
PNW88863,5246,4978.695,0.083807,8.000
PNW89046,2706,2438.695,0.235256,11.000
PNW88562,2259,1991.695,0.183308,7.000
PNW87750,3789,3521.695,97.734148,6599.225
PNW88182,4240,3972.695,0.324737,24.735
PNW88834,2719,2451.695,39.439440,1853.925
PNW87892,2450,2182.695,0.000000,0.000
PNW87863,2342,2074.695,47.868788,1904.152
PNW88723,1039,771.695,0.000000,0.000
PNW88724,668,408.604,0.000000,0.000
PNW88500,7078,6810.695,0.153159,20.000
PNW87862,653,394.595,25.425959,192.364
PNW88583,2695,2427.695,0.667032,31.048
PNW88312,2252,1984.695,0.026279,1.000
PNW88636,3185,2917.695,30.524272,1707.576
PNW88366,6437,6169.695,0.659380,78.000
PNW88532,3155,2887.695,0.650214,36.000
PNW88199,6286,6018.695,0.355293,41.000
PNW88852,1610,1342.695,8.701183,224.001
PNW89003,3179,2911.695,0.000000,0.000
PNW88553,4592,4324.695,0.060300,5.000
PNW88261,2092,1824.695,12.748259,446.001
PNW88931,3412,3144.695,0.165854,10.000
PNW87865,3055,2787.695,16.342738,873.504
PNW87757,3143,2875.695,0.163232,9.000
PNW88745,1926,1658.695,0.056528,1.798
PNW87855,1525,1257.695,0.207348,5.000
PNW88710,4192,3924.695,0.837232,63.001
PNW88711,3903,3635.695,0.000000,0.000
PNW88138,8196,7928.695,18.301049,2782.099
PNW88226,2906,2638.695,1.937055,98.000
PNW88311,8639,8371.695,0.056070,9.000
PNW88702,1178,910.695,1.660853,29.000
PNW88853,2144,1876.695,0.472455,17.000
PNW88715,1546,1278.695,0.407885,10.000
PNW88758,4378,4110.695,0.076127,6.000
PNW87782,531,285.789,0.187705,1.029
PNW87781,2452,2184.695,7.543368,315.974
PNW88230,1496,1228.695,39.561884,932.000
PNW87752,4376,4108.695,0.215799,17.000
PNW88916,8520,8252.695,0.240156,38.000
PNW88917,5952,5684.695,0.000000,0.000
PNW87954,6669,6401.695,0.000000,0.000
PNW88287,1215,947.695,0.000000,0.000
PNW88286,1203,935.695,0.055740,1.000
PNW88436,2741,2473.695,1.855417,88.000
PNW87861,1896,1628.695,217.834526,6802.387
PNW88680,3646,3378.695,0.015437,1.000
PNW88028,1388,1120.695,0.046539,1.000
PNW88176,2289,2021.695,3.689862,143.028
PNW88177,2112,1844.695,0.000000,0.000
PNW88147,2007,1739.695,69.162569,2306.955
PNW88951,6002,5734.695,0.033930,3.731
PNW88950,5025,4757.695,0.463376,42.269
PNW89029,1995,1727.695,3.954662,131.000
PNW88504,3172,2904.695,0.305248,17.000
PNW88598,1055,787.695,0.662136,10.000
PNW89070,1864,1596.695,44.524290,1363.056
PNW87990,5262,4994.695,0.000000,0.000
PNW88685,3358,3090.695,0.236253,14.000
PNW88714,3211,2943.695,1.473557,83.168
PNW88467,2592,2324.695,0.044871,2.000
PNW88784,5838,5570.695,0.327690,35.000
PNW88157,1809,1541.695,230.608145,6816.603
PNW88095,2268,2000.695,0.000000,0.000
PNW88096,3494,3226.695,0.969836,60.000
PNW88770,1280,1012.695,0.000000,0.000
PNW88771,399,180.067,0.000000,0.000
PNW88137,3456,3188.695,0.376201,23.000
PNW88473,4298,4030.695,1.217986,94.128
PNW88472,4554,4286.695,0.120117,9.872
PNW87795,2615,2347.695,5.418964,243.923
PNW88753,2855,2587.695,11.368556,564.044
PNW88088,1679,1411.695,402.505180,10894.498
PNW88089,1749,1481.695,0.000000,0.000
PNW88355,7175,6907.695,3.089504,409.182
PNW88615,1257,989.695,9.275054,176.000
PNW88797,1831,1563.695,0.100063,3.000
PNW87988,6932,6664.695,0.054780,7.000
PNW88264,2172,1904.695,0.054766,2.000
PNW88358,5884,5616.695,19.347875,2083.574
PNW88267,22598,22330.695,0.322316,138.000
PNW88508,2242,1974.695,9.587689,363.002
PNW87754,1326,1058.695,0.000000,0.000
PNW87753,1338,1070.695,1.120385,23.000
PNW88442,5968,5700.695,33.954700,3711.270
PNW88889,3866,3598.695,0.028986,2.000
PNW88494,8300,8032.695,0.032465,5.000
PNW88854,2101,1833.695,26.680824,938.040
PNW87854,12099,11831.695,15.736256,3569.795
PNW88390,6288,6020.695,0.000000,0.000
PNW88388,7467,7199.695,0.275280,38.000
PNW88389,6285,6017.695,0.000000,0.000
PNW88626,5613,5345.695,0.321970,33.000
PNW88231,1378,1110.695,65.516086,1395.204
PNW88241,10492,10224.695,0.249949,49.000
PNW88578,1790,1522.695,71.319935,2082.182
PNW89018,2722,2454.695,0.169980,8.000
PNW87737,2900,2632.695,5.303236,267.693
PNW88993,1804,1536.695,0.237583,7.000
PNW87850,1319,1051.695,0.545517,11.000
PNW88003,2490,2222.695,2.863876,122.048
PNW88031,7175,6907.695,0.256715,34.000
PNW88030,6765,6497.695,0.000000,0.000
PNW88035,4587,4319.695,84.313897,6983.082
PNW88427,1574,1306.695,0.598718,15.000
PNW88376,5436,5168.695,0.282541,28.000
PNW87784,4412,4144.695,0.604023,48.000
PNW87851,1543,1275.695,45.547939,1114.065
PNW88622,3742,3474.695,0.000000,0.000
PNW88308,6227,5959.695,0.192532,22.000
PNW88067,2202,1934.695,0.323500,12.000
PNW88068,1991,1723.695,0.000000,0.000
PNW88996,2857,2589.695,0.402797,20.000
PNW88645,2969,2701.695,0.038610,2.000
PNW88856,2031,1763.695,15.673362,530.006
PNW88265,7767,7499.695,0.215587,31.000
PNW87819,3938,3670.695,0.000000,0.000
PNW87820,3935,3667.695,0.071102,5.000
PNW88403,1185,917.695,0.682006,12.000
PNW88848,4438,4170.695,0.000000,0.000
PNW88354,4224,3956.695,1.159993,88.000
PNW88808,2540,2272.695,0.000000,0.000
PNW88807,2028,1760.695,0.490961,16.574
PNW88809,809,543.746,0.671440,7.000
PNW88104,3768,3500.695,0.000000,0.000
PNW88103,5791,5523.695,0.636758,67.437
PNW88527,3902,3634.695,1.291456,90.000
PNW87987,1972,1704.695,1.588100,51.906
