Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1116.772,43.712233,215.274
PNW89007,5090,4879.772,0.239701,5.158
PNW89008,3975,3764.772,0.000000,0.000
PNW87871,2041,1830.772,0.000000,0.000
PNW88663,2930,2719.772,17.092186,205.000
PNW87935,3925,3714.772,3.784738,62.000
PNW88719,3075,2864.772,0.000000,0.000
PNW88720,2102,1891.772,0.000000,0.000
PNW89054,1495,1284.772,37.065464,210.000
PNW88445,6061,5850.772,3.875822,100.000
PNW88986,3053,2842.772,5.743369,72.000
PNW87807,9739,9528.772,3.749817,157.569
PNW88379,4494,4283.772,33.538496,633.569
PNW88378,1626,1415.772,25.926478,161.868
PNW88412,1716,1505.772,48.191115,320.000
PNW89087,3057,2846.772,0.399591,5.016
PNW88665,1622,1411.772,0.481873,3.000
PNW88890,2518,2307.772,31.245609,317.984
PNW87944,2485,2274.772,13.457740,135.000
PNW88976,3201,2990.772,70.712157,932.612
PNW88531,1625,1414.772,41.977217,261.893
PNW88118,2291,2080.772,70.216901,644.303
PNW88228,3943,3732.772,4.009486,66.000
PNW88639,2099,1888.772,181.409621,1510.997
PNW88721,1108,897.772,1.262932,5.000
PNW88722,381,178.799,0.000000,0.000
PNW88450,8748,8537.772,1.362824,51.311
PNW88449,5442,5231.772,0.076435,1.763
PNW87746,3203,2992.772,20.470367,270.161
PNW88263,1500,1289.772,15.821821,89.990
PNW88830,3784,3573.772,1.395925,21.999
PNW87919,3200,2989.772,9.253329,122.000
PNW87844,10605,10394.772,3.848971,176.434
PNW87843,10599,10388.772,0.000000,0.000
PNW88086,6004,5793.772,30.157761,770.521
PNW88642,626,416.317,0.000000,0.000
PNW87833,1287,1076.772,0.000000,0.000
PNW87832,2976,2765.772,18.605596,226.926
PNW88471,5077,4866.772,30.693732,658.741
PNW87887,2536,2325.772,49.255488,505.179
PNW89021,2091,1880.772,5.666801,47.000
PNW89093,5615,5404.772,5.667069,135.070
PNW87829,2526,2315.772,0.000000,0.000
PNW88777,691,481.143,225.153806,477.724
PNW88254,2082,1871.772,12.114996,100.000
PNW88534,2183,1972.772,4.253056,37.000
PNW87785,2502,2291.772,7.718111,78.002
PNW88324,2416,2205.772,207.784848,2021.149
PNW88510,1200,989.772,0.000000,0.000
PNW88509,1921,1710.772,84.526956,637.692
PNW87979,4252,4041.772,0.056105,1.000
PNW88221,3217,3006.772,4.826760,64.000
PNW88340,3049,2838.772,0.079881,1.000
PNW89032,1285,1074.772,4.008791,19.000
PNW87890,985,774.778,2.050522,7.006
PNW87780,2525,2314.772,11.461828,117.000
PNW87864,1535,1324.772,31.138674,181.914
PNW88904,2758,2547.772,14.776617,166.020
PNW88248,2355,2144.772,0.683640,6.466
PNW88249,2334,2123.772,9.346422,87.534
