Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1027.792,22.602078,568.000
PNW89007,5090,4790.792,0.034065,3.990
PNW89008,3975,3675.792,0.000000,0.000
PNW87871,2041,1741.792,0.000000,0.000
PNW88663,2930,2630.792,27.674490,1780.167
PNW87935,3925,3625.792,6.982279,619.006
PNW88719,3075,2775.792,0.000000,0.000
PNW88720,2102,1802.792,0.000000,0.000
PNW89054,1495,1195.792,112.854373,3299.657
PNW88445,6061,5761.792,5.256513,740.542
PNW88986,3053,2753.792,6.950546,467.999
PNW87807,9739,9439.792,1.940980,448.000
PNW88379,4494,4194.792,16.387661,1680.823
PNW88378,1626,1326.792,0.000000,0.000
PNW88412,1716,1416.792,13.800031,478.058
PNW89087,3057,2757.792,0.092079,6.209
PNW88665,1622,1322.792,17.128665,554.000
PNW88890,2518,2218.792,18.878552,1024.188
PNW87944,2485,2185.792,5.670359,303.050
PNW88976,3201,2901.792,20.116941,1427.325
PNW88531,1625,1325.792,72.743684,2358.117
PNW88118,2291,1991.792,60.743138,2958.257
PNW88228,3943,3643.792,8.376470,746.293
PNW88639,2099,1799.792,136.089130,5988.808
PNW88721,1108,808.792,6.877131,136.000
PNW88722,381,111.659,0.000000,0.000
PNW88450,8748,8448.792,0.144800,29.913
PNW88449,5442,5142.792,0.000000,0.000
PNW87746,3203,2903.792,9.688509,687.887
PNW88263,1500,1200.792,13.044766,383.000
PNW88830,3784,3484.792,1.242500,105.869
PNW87919,3200,2900.792,3.526612,250.132
PNW87844,10605,10305.792,4.636989,1168.455
PNW87843,10599,10299.792,4.573119,1151.690
PNW88086,6004,5704.792,32.656675,4555.189
PNW88642,626,328.038,0.000000,0.000
PNW87833,1287,987.792,0.000000,0.000
PNW87832,2976,2676.792,20.504785,1342.037
PNW88471,5077,4777.792,31.949126,3732.337
PNW87887,2536,2236.792,61.294008,3352.264
PNW89021,2091,1791.792,11.184430,490.000
PNW89093,5615,5315.792,6.416169,833.947
PNW87829,2526,2226.792,0.055099,3.000
PNW88777,691,392.545,168.619398,1618.422
PNW88254,2082,1782.792,10.628588,463.309
PNW88534,2183,1883.792,0.893969,41.177
PNW87785,2502,2202.792,3.306407,178.084
PNW88324,2416,2116.792,136.780806,7079.425
PNW88510,1200,900.792,0.506692,11.160
PNW88509,1921,1621.792,174.895888,6935.366
PNW87979,4252,3952.792,0.000000,0.000
PNW88221,3217,2917.792,5.448672,388.722
PNW88340,3049,2749.792,0.535437,36.000
PNW89032,1285,985.792,2.051041,49.437
PNW87890,985,685.809,2.623948,44.000
PNW87780,2525,2225.792,5.310295,289.000
PNW87864,1535,1235.792,20.485689,619.000
PNW88904,2758,2458.792,16.595145,997.694
PNW88248,2355,2055.792,0.000000,0.000
PNW88249,2334,2034.792,5.848956,291.000
PNW88667,6336,6036.792,2.865758,423.000
PNW89099,3472,3172.792,0.641831,49.792
PNW88337,5050,4750.792,39.148108,4547.486
PNW88648,1640,1340.792,75.330622,2469.606
PNW88734,1260,960.792,5.897261,138.540
PNW88863,5246,4946.792,0.719285,87.000
PNW89046,2706,2406.792,3.296618,194.000
PNW88562,2259,1959.792,3.380729,162.000
PNW87750,3789,3489.792,3.738493,319.000
PNW88182,4240,3940.792,19.692785,1897.515
PNW88834,2719,2419.792,55.799116,3301.414
PNW87892,2450,2150.792,0.106995,5.627
PNW87863,2342,2042.792,43.664929,2180.979
PNW88723,1039,739.792,0.000000,0.000
PNW88724,668,369.673,0.000000,0.000
PNW88500,7078,6778.792,0.295630,49.000
PNW87862,653,354.767,0.663669,5.757
PNW88583,2695,2395.792,8.576570,502.409
PNW88312,2252,1952.792,4.850305,231.590
PNW88636,3185,2885.792,24.298144,1714.481
PNW88366,6437,6137.792,5.477282,822.000
PNW88532,3155,2855.792,5.931343,414.166
PNW88199,6286,5986.792,4.324292,633.000
PNW88852,1610,1310.792,2.870675,92.005
PNW89003,3179,2879.792,0.269835,19.000
PNW88553,4592,4292.792,0.876503,92.000
PNW88261,2092,1792.792,24.524536,1075.042
PNW88931,3412,3112.792,12.489460,950.579
PNW87865,3055,2755.792,282.414216,19029.510
PNW87757,3143,2843.792,0.517738,36.000
PNW88745,1926,1626.792,0.000000,0.000
PNW87855,1525,1225.792,28.653627,858.798
PNW88710,4192,3892.792,6.093489,579.992
PNW88711,3903,3603.792,3.870379,341.042
PNW88138,8196,7896.792,89.699902,17319.575
PNW88226,2906,2606.792,15.584261,993.316
PNW88311,8639,8339.792,2.770745,564.997
PNW88702,1178,878.792,34.206330,735.000
PNW88853,2144,1844.792,1.973095,89.000
PNW88715,1546,1246.792,3.017860,92.000
PNW88758,4378,4078.792,2.045521,204.000
PNW87782,531,235.819,1.478599,8.526
PNW87781,2452,2152.792,25.853802,1360.884
PNW88230,1496,1196.792,51.532687,1507.982
PNW87752,4376,4076.792,4.574585,456.000
PNW88916,8520,8220.792,1.977254,397.439
PNW88917,5952,5652.792,0.343748,47.511
PNW87954,6669,6369.792,0.006456,1.006
PNW88287,1215,915.792,0.848520,19.000
PNW88286,1203,903.792,0.000000,0.000
PNW88436,2741,2441.792,44.335691,2647.017
PNW87861,1896,1596.792,33.234296,1297.566
PNW88680,3646,3346.792,0.843191,69.000
PNW88028,1388,1088.792,7.399913,197.000
PNW88176,2289,1989.792,36.524570,1777.000
PNW88177,2112,1812.792,0.000000,0.000
PNW88147,2007,1707.792,64.078005,2675.707
PNW88951,6002,5702.792,0.024638,3.436
PNW88950,5025,4725.792,9.421467,1088.649
PNW89029,1995,1695.792,28.828741,1195.344
PNW88504,3172,2872.792,25.687635,1804.359
PNW88598,1055,755.792,5.343481,98.746
PNW89070,1864,1564.792,45.785111,1751.764
PNW87990,5262,4962.792,0.016482,2.000
PNW88685,3358,3058.792,1.243479,93.000
PNW88714,3211,2911.792,16.031064,1141.346
PNW88467,2592,2292.792,1.516211,85.000
PNW88784,5838,5538.792,5.914654,801.012
PNW88157,1809,1509.792,0.000000,0.000
PNW88095,2268,1968.792,0.000000,0.000
PNW88096,3494,3194.792,23.904710,1867.328
PNW88770,1280,980.792,0.000000,0.000
PNW88771,399,124.210,0.000000,0.000
PNW88137,3456,3156.792,0.777339,60.000
PNW88473,4298,3998.792,11.180752,1093.187
PNW88472,4554,4254.792,6.064407,630.901
PNW87795,2615,2315.792,13.421191,759.950
