Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1123.645,26.664842,101.386
PNW89007,5090,4886.645,0.000000,0.000
PNW89008,3975,3771.645,0.000000,0.000
PNW87871,2041,1837.645,0.000000,0.000
PNW88663,2930,2726.645,9.320942,86.000
PNW87935,3925,3721.645,2.779221,35.000
PNW88719,3075,2871.645,0.000000,0.000
PNW88720,2102,1898.645,0.000000,0.000
PNW89054,1495,1291.645,76.875157,336.000
PNW88445,6061,5857.645,3.329744,66.000
PNW88986,3053,2849.645,3.214851,31.000
PNW87807,9739,9535.645,1.983444,64.000
PNW88379,4494,4290.645,19.702231,286.054
PNW88378,1626,1422.645,18.979682,91.368
PNW88412,1716,1512.645,34.970836,179.000
PNW89087,3057,2853.645,0.480981,4.644
PNW88665,1622,1418.645,4.791198,23.000
PNW88890,2518,2314.645,15.196865,119.028
PNW87944,2485,2281.645,50.201394,387.591
PNW88976,3201,2997.645,29.376824,297.985
PNW88531,1625,1421.645,37.001458,178.000
PNW88118,2291,2087.645,40.371651,285.196
PNW88228,3943,3739.645,1.185362,15.000
PNW88639,2099,1895.645,117.236933,752.024
PNW88721,1108,904.645,4.246735,13.000
PNW88722,381,185.487,0.000000,0.000
PNW88450,8748,8544.645,0.449642,13.001
PNW88449,5442,5238.645,0.000000,0.000
PNW87746,3203,2999.645,11.235627,114.045
PNW88263,1500,1296.645,7.521126,33.000
PNW88830,3784,3580.645,0.000000,0.000
PNW87919,3200,2996.645,1.479265,15.000
PNW87844,10605,10401.645,2.799457,98.534
PNW87843,10599,10395.645,0.000000,0.000
PNW88086,6004,5800.645,16.767238,329.115
PNW88642,626,423.133,0.000000,0.000
PNW87833,1287,1083.645,3.437428,12.605
PNW87832,2976,2772.645,12.192818,114.395
PNW88471,5077,4873.645,18.637391,307.361
PNW87887,2536,2332.645,25.464631,201.000
PNW89021,2091,1887.645,5.009791,32.000
PNW89093,5615,5411.645,5.617876,102.875
PNW87829,2526,2322.645,0.000000,0.000
PNW88777,691,487.960,175.835308,290.336
PNW88254,2082,1878.645,5.820322,37.000
PNW88534,2183,1979.645,4.627691,31.000
PNW87785,2502,2298.645,4.628290,36.000
PNW88324,2416,2212.645,132.065575,988.807
PNW88510,1200,996.645,0.000000,0.000
PNW88509,1921,1717.645,195.597461,1136.859
PNW87979,4252,4048.645,0.072993,1.000
PNW88221,3217,3013.645,4.510822,46.000
PNW88340,3049,2845.645,0.000000,0.000
PNW89032,1285,1081.645,1.639293,6.000
PNW87890,985,781.660,3.402628,9.000
PNW87780,2525,2321.645,4.837019,38.000
PNW87864,1535,1331.645,25.521099,115.000
PNW88904,2758,2554.645,10.632347,91.911
PNW88248,2355,2151.645,6.867353,50.000
PNW88249,2334,2130.645,0.000000,0.000
PNW88667,6336,6132.645,2.457606,51.000
PNW89099,3472,3268.645,0.452022,5.000
PNW88337,5050,4846.645,28.109277,461.000
PNW88648,1640,1436.645,44.020433,214.000
PNW88734,1260,1056.645,6.712312,24.000
PNW88863,5246,5042.645,0.410232,7.000
PNW89046,2706,2502.645,4.251021,36.000
PNW88562,2259,2055.645,11.357139,79.000
PNW87750,3789,3585.645,0.329672,4.000
PNW88182,4240,4036.645,6.773268,92.519
PNW88834,2719,2515.645,63.986041,544.684
PNW87892,2450,2246.645,0.000000,0.000
PNW87863,2342,2138.645,57.603785,416.869
PNW88723,1039,835.645,0.000000,0.000
PNW88724,668,464.999,0.000000,0.000
PNW88500,7078,6874.645,0.644809,15.000
PNW87862,653,450.033,3.283337,5.000
PNW88583,2695,2491.645,6.525000,55.014
PNW88312,2252,2048.645,6.635778,46.001
PNW88636,3185,2981.645,22.300600,225.000
PNW88366,6437,6233.645,3.365939,71.000
PNW88532,3155,2951.645,0.800969,8.000
PNW88199,6286,6082.645,3.498082,72.000
PNW88852,1610,1406.645,8.193512,39.000
PNW89003,3179,2975.645,0.000000,0.000
PNW88553,4592,4388.645,1.481434,22.000
PNW88261,2092,1888.645,15.334363,98.000
PNW88931,3412,3208.645,9.673541,105.031
PNW87865,3055,2851.645,209.972382,2026.132
PNW87757,3143,2939.645,0.402119,4.000
PNW88745,1926,1722.645,0.000000,0.000
PNW87855,1525,1321.645,8.944070,40.000
PNW88710,4192,3988.645,5.267685,71.098
PNW88711,3903,3699.645,0.000000,0.000
PNW88138,8196,7992.645,40.264803,1088.996
PNW88226,2906,2702.645,4.483166,41.000
PNW88311,8639,8435.645,1.331237,38.000
PNW88702,1178,974.645,20.315072,67.000
PNW88853,2144,1940.645,3.045607,20.000
PNW88715,1546,1342.645,0.000000,0.000
PNW88758,4378,4174.645,4.616418,65.213
PNW87782,531,328.889,1.982196,2.206
PNW87781,2452,2248.645,24.417768,185.796
PNW88230,1496,1292.645,142.522528,623.409
PNW87752,4376,4172.645,2.337182,33.000
PNW88916,8520,8316.645,0.781971,22.006
PNW88917,5952,5748.645,0.102485,1.994
PNW87954,6669,6465.645,1.391390,30.442
PNW88287,1215,1011.645,0.000000,0.000
PNW88286,1203,999.645,2.069390,7.000
PNW88436,2741,2537.645,43.321357,372.000
PNW87861,1896,1692.645,61.980127,355.000
PNW88680,3646,3442.645,2.403564,28.000
PNW88028,1388,1184.645,6.236512,25.000
PNW88176,2289,2085.645,17.995061,127.000
PNW88177,2112,1908.645,0.000000,0.000
PNW88147,2007,1803.645,39.323319,240.000
PNW88951,6002,5798.645,1.120906,21.994
PNW88950,5025,4821.645,4.839422,78.958
PNW89029,1995,1791.645,8.412173,51.000
PNW88504,3172,2968.645,14.435269,145.008
PNW88598,1055,851.645,3.123014,9.000
PNW89070,1864,1660.645,27.584745,155.009
PNW87990,5262,5058.645,0.993127,17.000
PNW88685,3358,3154.645,1.498854,16.000
PNW88714,3211,3007.645,4.744070,48.282
PNW88467,2592,2388.645,1.261872,10.199
PNW88784,5838,5634.645,5.192286,99.000
PNW88157,1809,1605.645,0.000000,0.000
PNW88095,2268,2064.645,0.000000,0.000
PNW88096,3494,3290.645,5.388404,60.000
PNW88770,1280,1076.645,0.000000,0.000
PNW88771,399,201.952,0.000000,0.000
PNW88137,3456,3252.645,0.454280,5.000
PNW88473,4298,4094.645,8.143224,112.830
PNW88472,4554,4350.645,4.562626,67.170
PNW87795,2615,2411.645,8.719893,71.160
PNW88753,2855,2651.645,5.126635,46.000
PNW88088,1679,1475.645,567.850960,2835.478
PNW88089,1749,1545.645,0.000000,0.000
PNW88355,7175,6971.645,7.163766,169.000
PNW88615,1257,1053.645,37.583784,134.000
PNW88797,1831,1627.645,0.726257,4.000
PNW87988,6932,6728.645,1.449360,33.000
PNW88264,2172,1968.645,0.000000,0.000
PNW88358,5884,5680.645,2.132928,41.000
PNW88267,22598,22394.645,0.382687,29.000
PNW88508,2242,2038.645,94.912893,654.752
PNW87754,1326,1122.645,6.054460,23.000
PNW87753,1338,1134.645,0.000000,0.000
PNW88442,5968,5764.645,24.540600,478.705
PNW88889,3866,3662.645,4.274529,52.978
PNW88494,8300,8096.645,0.182497,5.000
PNW88854,2101,1897.645,23.826840,153.000
PNW87854,12099,11895.645,4.001327,161.065
PNW88390,6288,6084.645,0.000000,0.000
PNW88388,7467,7263.645,0.528906,13.000
PNW88389,6285,6081.645,0.000000,0.000
PNW88626,5613,5409.645,0.327772,6.000
PNW88231,1378,1174.645,233.742400,929.082
PNW88241,10492,10288.645,0.660632,23.000
PNW88578,1790,1586.645,27.938397,150.000
PNW89018,2722,2518.645,3.285345,28.000
PNW87737,2900,2696.645,2.191776,20.000
PNW88993,1804,1600.645,8.492837,46.000
PNW87850,1319,1115.645,26.224015,99.000
PNW88003,2490,2286.645,4.394371,34.002
PNW88031,7175,6971.645,2.640019,62.281
PNW88030,6765,6561.645,0.122479,2.719
PNW88035,4587,4383.645,5.258346,78.000
PNW88427,1574,1370.645,10.294690,47.747
PNW88376,5436,5232.645,0.374146,6.625
PNW87784,4412,4208.645,2.738497,39.000
PNW87851,1543,1339.645,97.271647,440.947
PNW88622,3742,3538.645,0.000000,0.000
PNW88308,6227,6023.645,2.305836,47.000
PNW88067,2202,1998.645,0.000000,0.000
PNW88068,1991,1787.645,16.035424,97.000
PNW88996,2857,2653.645,3.452303,31.000
PNW88645,2969,2765.645,0.747983,7.000
PNW88856,2031,1827.645,29.589620,182.996
PNW88265,7767,7563.645,1.054927,27.000
PNW87819,3938,3734.645,0.000000,0.000
PNW87820,3935,3731.645,3.009269,37.999
PNW88403,1185,981.645,3.913622,13.000
PNW88848,4438,4234.645,0.977014,14.000
PNW88354,4224,4020.645,1.176019,16.000
PNW88808,2540,2336.645,0.000000,0.000
PNW88807,2028,1824.645,0.473201,2.922
PNW88809,809,605.825,0.975601,2.000
PNW88104,3768,3564.645,0.000000,0.000
PNW88103,5791,5587.645,5.368895,101.513
PNW88527,3902,3698.645,3.595504,45.000
PNW87987,1972,1768.645,6.349403,38.000
PNW88314,1261,1057.645,15.367838,55.000
PNW88039,2227,2023.645,1.460346,10.000
PNW88038,2917,2713.645,0.000000,0.000
PNW88002,1968,1764.645,1.674683,10.000
PNW88505,4315,4111.645,6.325049,88.001
PNW89059,4469,4265.645,0.702410,10.139
