Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1040.340,25.581510,512.940
PNW89007,5090,4803.340,0.043053,3.986
PNW89008,3975,3688.340,0.000000,0.000
PNW87871,2041,1754.340,0.000000,0.000
PNW88663,2930,2643.340,40.998035,2088.723
PNW87935,3925,3638.340,19.884942,1394.416
PNW88719,3075,2788.340,0.000000,0.000
PNW88720,2102,1815.340,0.000000,0.000
PNW89054,1495,1208.340,130.107151,3030.088
PNW88445,6061,5774.340,10.799185,1201.872
PNW88986,3053,2766.340,3.150931,168.000
PNW87807,9739,9452.340,2.579846,470.000
PNW88379,4494,4207.340,29.878575,2422.882
PNW88378,1626,1339.340,0.000000,0.000
PNW88412,1716,1429.340,16.819792,463.363
PNW89087,3057,2770.340,0.134417,7.177
PNW88665,1622,1335.340,13.055177,336.000
PNW88890,2518,2231.340,15.760284,677.789
PNW87944,2485,2198.340,3.068200,130.000
PNW88976,3201,2914.340,44.045906,2474.062
PNW88531,1625,1338.340,34.386842,887.000
PNW88118,2291,2004.340,27.658676,1068.483
PNW88228,3943,3656.340,8.372220,590.000
PNW88639,2099,1812.340,286.991012,10024.733
PNW88721,1108,821.340,3.557874,56.322
PNW88722,381,117.256,4.282347,9.678
PNW88450,8748,8461.340,0.098111,16.000
PNW88449,5442,5155.340,0.000000,0.000
PNW87746,3203,2916.340,7.571821,425.602
PNW88263,1500,1213.340,12.614633,295.000
PNW88830,3784,3497.340,0.021445,1.446
PNW87919,3200,2913.340,4.327632,243.000
PNW87844,10605,10318.340,6.101977,1213.515
PNW87843,10599,10312.340,4.320958,858.820
PNW88086,6004,5717.340,35.561036,3918.621
PNW88642,626,340.343,0.000000,0.000
PNW87833,1287,1000.340,0.000000,0.000
PNW87832,2976,2689.340,29.628973,1535.773
PNW88471,5077,4790.340,97.844326,9033.724
PNW87887,2536,2249.340,36.907135,1600.038
PNW89021,2091,1804.340,1.437761,50.000
PNW89093,5615,5328.340,4.500435,462.180
PNW87829,2526,2239.340,0.000000,0.000
PNW88777,691,404.985,137.722302,1075.000
PNW88254,2082,1795.340,11.848747,410.000
PNW88534,2183,1896.340,1.067047,39.000
PNW87785,2502,2215.340,0.468409,20.000
PNW88324,2416,2129.340,92.590642,3799.942
PNW88510,1200,913.340,0.238007,4.190
PNW88509,1921,1634.340,149.837638,4719.850
PNW87979,4252,3965.340,3.061756,234.000
PNW88221,3217,2930.340,2.000763,113.000
PNW88340,3049,2762.340,0.018783,1.000
PNW89032,1285,998.340,1.351232,26.000
PNW87890,985,698.352,8.395359,113.000
PNW87780,2525,2238.340,5.887661,254.000
PNW87864,1535,1248.340,24.147844,581.000
PNW88904,2758,2471.340,15.488640,737.752
PNW88248,2355,2068.340,0.110144,4.391
PNW88249,2334,2047.340,22.671410,894.609
PNW88667,6336,6049.340,3.808116,444.000
PNW89099,3472,3185.340,3.750376,230.248
PNW88337,5050,4763.340,35.715857,3278.970
PNW88648,1640,1353.340,65.712003,1714.022
PNW88734,1260,973.340,4.797478,90.000
PNW88863,5246,4959.340,0.523096,50.000
PNW89046,2706,2419.340,18.185871,848.000
PNW88562,2259,1972.340,4.367070,166.011
PNW87750,3789,3502.340,26.438374,1784.670
PNW88182,4240,3953.340,19.478498,1484.173
PNW88834,2719,2432.340,307.716420,14425.796
PNW87892,2450,2163.340,0.000000,0.000
PNW87863,2342,2055.340,48.067256,1904.135
PNW88723,1039,752.340,0.000000,0.000
PNW88724,668,382.090,0.000000,0.000
PNW88500,7078,6791.340,0.106957,14.000
PNW87862,653,367.164,4.797056,33.947
PNW88583,2695,2408.340,6.333388,293.981
PNW88312,2252,1965.340,5.517518,209.000
PNW88636,3185,2898.340,49.831364,2783.665
PNW88366,6437,6150.340,7.583955,899.000
PNW88532,3155,2868.340,4.142285,229.000
PNW88199,6286,5999.340,2.300453,266.000
PNW88852,1610,1323.340,4.273564,109.000
PNW89003,3179,2892.340,0.251139,14.000
PNW88553,4592,4305.340,11.924914,989.527
PNW88261,2092,1805.340,28.997114,1008.971
PNW88931,3412,3125.340,10.076892,607.000
PNW87865,3055,2768.340,230.211944,12283.217
PNW87757,3143,2856.340,0.708418,39.000
PNW88745,1926,1639.340,0.158247,5.000
PNW87855,1525,1238.340,14.790060,353.000
PNW88710,4192,3905.340,4.079279,307.049
PNW88711,3903,3616.340,2.811346,195.951
PNW88138,8196,7909.340,52.869562,8059.549
PNW88226,2906,2619.340,11.441133,577.598
PNW88311,8639,8352.340,3.056273,492.000
PNW88702,1178,891.340,36.845607,632.986
PNW88853,2144,1857.340,4.078464,146.000
PNW88715,1546,1259.340,3.625557,88.000
PNW88758,4378,4091.340,2.485568,196.000
PNW87782,531,247.014,0.690555,3.288
PNW87781,2452,2165.340,14.032537,585.635
PNW88230,1496,1209.340,31.662344,738.000
PNW87752,4376,4089.340,4.481491,353.216
PNW88916,8520,8233.340,1.588034,252.000
PNW88917,5952,5665.340,0.000000,0.000
PNW87954,6669,6382.340,0.000000,0.000
PNW88287,1215,928.340,2.489588,44.545
PNW88286,1203,916.340,0.195623,3.455
PNW88436,2741,2454.340,14.649867,693.000
PNW87861,1896,1609.340,119.438128,3704.722
PNW88680,3646,3359.340,3.150731,204.000
PNW88028,1388,1101.340,6.736739,143.000
PNW88176,2289,2002.340,20.350383,785.372
PNW88177,2112,1825.340,0.000000,0.000
PNW88147,2007,1720.340,26.293145,871.810
PNW88951,6002,5715.340,0.191404,21.084
PNW88950,5025,4738.340,7.375030,673.527
PNW89029,1995,1708.340,157.077957,5171.951
PNW88504,3172,2885.340,24.671314,1372.000
PNW88598,1055,768.340,8.846122,131.000
PNW89070,1864,1577.340,49.827735,1514.821
PNW87990,5262,4975.340,0.041713,4.000
PNW88685,3358,3071.340,2.348130,139.000
PNW88714,3211,2924.340,19.546676,1101.706
PNW88467,2592,2305.340,2.520683,112.000
PNW88784,5838,5551.340,8.579857,918.000
PNW88157,1809,1522.340,0.000000,0.000
PNW88095,2268,1981.340,0.000000,0.000
PNW88096,3494,3207.340,26.669096,1648.611
PNW88770,1280,993.340,0.000000,0.000
PNW88771,399,130.676,0.000000,0.000
PNW88137,3456,3169.340,0.491120,30.000
PNW88473,4298,4011.340,4.030489,311.610
PNW88472,4554,4267.340,7.384910,607.390
PNW87795,2615,2328.340,9.426109,423.003
PNW88753,2855,2568.340,45.756296,2265.000
PNW88088,1679,1392.340,39.052704,1048.000
PNW88089,1749,1462.340,0.000000,0.000
PNW88355,7175,6888.340,6.718704,892.000
PNW88615,1257,970.340,19.035363,356.000
PNW88797,1831,1544.340,0.033596,1.000
PNW87988,6932,6645.340,0.507495,65.000
PNW88264,2172,1885.340,1.210872,44.000
PNW88358,5884,5597.340,8.147625,878.977
PNW88267,22598,22311.340,0.387791,166.758
PNW88508,2242,1955.340,56.753846,2138.860
PNW87754,1326,1039.340,0.000000,0.000
PNW87753,1338,1051.340,4.441549,90.000
PNW88442,5968,5681.340,36.456498,3992.000
PNW88889,3866,3579.340,3.757382,259.211
PNW88494,8300,8013.340,0.815816,126.000
PNW88854,2101,1814.340,14.183981,496.000
PNW87854,12099,11812.340,7.594414,1729.000
PNW88390,6288,6001.340,0.384794,44.508
PNW88388,7467,7180.340,1.499308,207.492
PNW88389,6285,5998.340,0.000000,0.000
PNW88626,5613,5326.340,0.915660,94.000
PNW88231,1378,1091.340,104.382218,2195.591
PNW88241,10492,10205.340,1.489619,293.000
PNW88578,1790,1503.340,109.991718,3187.000
PNW89018,2722,2435.340,2.471346,116.000
PNW87737,2900,2613.340,0.218390,11.000
PNW88993,1804,1517.340,9.813730,287.000
PNW87850,1319,1032.340,22.566213,449.000
PNW88003,2490,2203.340,13.846212,588.000
PNW88031,7175,6888.340,0.941522,125.000
PNW88030,6765,6478.340,0.000000,0.000
PNW88035,4587,4300.340,8.747227,725.000
PNW88427,1574,1287.340,45.008964,1116.753
PNW88376,5436,5149.340,6.023566,597.819
PNW87784,4412,4125.340,3.031046,241.000
PNW87851,1543,1256.340,52.361720,1267.903
PNW88622,3742,3455.340,0.240251,16.000
PNW88308,6227,5940.340,2.419378,277.000
PNW88067,2202,1915.340,0.000000,0.000
PNW88068,1991,1704.340,6.727771,221.000
PNW88996,2857,2570.340,4.077519,202.000
PNW88645,2969,2682.340,6.228410,322.000
PNW88856,2031,1744.340,15.288579,514.000
PNW88265,7767,7480.340,1.026539,148.000
PNW87819,3938,3651.340,0.791674,55.714
PNW87820,3935,3648.340,4.028702,283.286
PNW88403,1185,898.340,7.565988,131.000
PNW88848,4438,4151.340,1.862229,149.000
PNW88354,4224,3937.340,1.502232,114.000
PNW88808,2540,2253.340,0.000000,0.000
PNW88807,2028,1741.340,2.626918,88.165
PNW88809,809,522.619,4.467476,45.000
PNW88104,3768,3481.340,1.746337,117.176
PNW88103,5791,5504.340,1.281353,135.937
PNW88527,3902,3615.340,15.456165,1077.000
PNW87987,1972,1685.340,8.437582,274.076
PNW88314,1261,974.340,14.910170,280.000
PNW88039,2227,1940.340,0.320877,12.000
