Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1117.373,37.918567,187.000
PNW89007,5090,4880.373,0.000000,0.000
PNW89008,3975,3765.373,0.000000,0.000
PNW87871,2041,1831.373,0.000000,0.000
PNW88663,2930,2720.373,15.658059,188.000
PNW87935,3925,3715.373,4.085836,67.000
PNW88719,3075,2865.373,0.000000,0.000
PNW88720,2102,1892.373,0.000000,0.000
PNW89054,1495,1285.373,39.252756,222.685
PNW88445,6061,5851.373,4.530401,117.000
PNW88986,3053,2843.373,4.542025,57.000
PNW87807,9739,9529.373,3.851760,162.000
PNW88379,4494,4284.373,33.869631,640.456
PNW88378,1626,1416.373,32.093823,200.628
PNW88412,1716,1506.373,43.318007,288.000
PNW89087,3057,2847.373,0.245770,3.089
PNW88665,1622,1412.373,0.481261,3.000
PNW88890,2518,2308.373,26.665472,271.673
PNW87944,2485,2275.373,13.243646,133.000
PNW88976,3201,2991.373,72.167073,952.799
PNW88531,1625,1415.373,43.401771,271.125
PNW88118,2291,2081.373,65.496612,601.673
PNW88228,3943,3733.373,4.066137,67.000
PNW88639,2099,1889.373,167.295544,1395.062
PNW88721,1108,898.373,0.304797,1.209
PNW88722,381,179.240,3.528634,2.791
PNW88450,8748,8538.373,1.224051,46.128
PNW88449,5442,5232.373,0.000000,0.000
PNW87746,3203,2993.373,18.889417,249.558
PNW88263,1500,1290.373,13.592427,77.411
PNW88830,3784,3574.373,1.554048,24.516
PNW87919,3200,2990.373,9.698881,128.008
PNW87844,10605,10395.373,2.027348,93.016
PNW87843,10599,10389.373,2.256178,103.456
PNW88086,6004,5794.373,30.179470,771.808
PNW88642,626,416.897,0.000000,0.000
PNW87833,1287,1077.373,0.000000,0.000
PNW87832,2976,2766.373,17.772903,217.000
PNW88471,5077,4867.373,31.974395,686.892
PNW87887,2536,2326.373,50.351391,516.990
PNW89021,2091,1881.373,6.136874,50.958
PNW89093,5615,5405.373,4.264656,101.742
PNW87829,2526,2316.373,0.000000,0.000
PNW88777,691,481.733,202.719772,431.016
PNW88254,2082,1872.373,11.135376,92.021
PNW88534,2183,1973.373,3.912743,34.079
PNW87785,2502,2292.373,8.107807,82.031
PNW88324,2416,2206.373,195.345727,1902.279
PNW88510,1200,990.373,0.000000,0.000
PNW88509,1921,1711.373,81.545226,615.935
PNW87979,4252,4042.373,0.112099,2.000
PNW88221,3217,3007.373,2.941167,39.039
PNW88340,3049,2839.373,0.239391,3.000
PNW89032,1285,1075.373,2.949697,14.000
PNW87890,985,775.381,2.337672,8.000
PNW87780,2525,2315.373,11.399776,116.495
PNW87864,1535,1325.373,30.659609,179.348
PNW88904,2758,2548.373,17.624229,198.228
PNW88248,2355,2145.373,7.095343,67.184
PNW88249,2334,2124.373,4.248743,39.837
PNW88667,6336,6126.373,4.548940,123.000
PNW89099,3472,3262.373,0.097062,1.398
PNW88337,5050,4840.373,27.383288,585.000
PNW88648,1640,1430.373,33.892706,213.967
PNW88734,1260,1050.373,13.373855,62.000
PNW88863,5246,5036.373,3.149116,70.000
PNW89046,2706,2496.373,12.158778,133.965
PNW88562,2259,2049.373,7.628455,69.000
PNW87750,3789,3579.373,0.949495,15.000
PNW88182,4240,4030.373,13.942472,248.014
PNW88834,2719,2509.373,38.040435,421.310
PNW87892,2450,2240.373,0.331636,3.279
PNW87863,2342,2132.373,52.398635,493.145
PNW88723,1039,829.373,0.000000,0.000
PNW88724,668,458.777,0.000000,0.000
PNW88500,7078,6868.373,0.263903,8.000
PNW87862,653,443.810,0.000000,0.000
PNW88583,2695,2485.373,6.837199,75.000
PNW88312,2252,2042.373,6.656549,60.003
PNW88636,3185,2975.373,115.401149,1515.455
PNW88366,6437,6227.373,4.329629,119.000
PNW88532,3155,2945.373,0.468755,6.094
PNW88199,6286,6076.373,2.237255,60.000
PNW88852,1610,1400.373,46.394734,286.750
PNW89003,3179,2969.373,0.228910,3.000
PNW88553,4592,4382.373,2.223144,43.000
PNW88261,2092,1882.373,17.696944,147.026
PNW88931,3412,3202.373,8.070514,114.068
PNW87865,3055,2845.373,325.390338,4086.348
PNW87757,3143,2933.373,1.081357,14.000
PNW88745,1926,1716.373,0.000000,0.000
PNW87855,1525,1315.373,12.355960,71.733
PNW88710,4192,3982.373,7.563584,132.942
PNW88711,3903,3693.373,2.886954,47.060
PNW88138,8196,7986.373,56.851058,2003.916
PNW88226,2906,2696.373,4.370565,52.013
PNW88311,8639,8429.373,2.580385,96.000
PNW88702,1178,968.373,29.767708,127.227
PNW88853,2144,1934.373,14.056097,120.004
PNW88715,1546,1336.373,0.169543,1.000
PNW88758,4378,4168.373,9.184458,168.971
PNW87782,531,322.578,3.381863,4.815
PNW87781,2452,2242.373,42.037018,416.036
PNW88230,1496,1286.373,87.221053,495.199
PNW87752,4376,4166.373,3.589173,66.000
PNW88916,8520,8310.373,1.528915,56.078
PNW88917,5952,5742.373,0.000000,0.000
PNW87954,6669,6459.373,1.543896,44.015
PNW88287,1215,1005.373,2.704347,12.000
PNW88286,1203,993.373,0.000000,0.000
PNW88436,2741,2531.373,67.179264,750.556
PNW87861,1896,1686.373,40.503981,301.469
PNW88680,3646,3436.373,6.427101,97.478
PNW88028,1388,1178.373,6.537393,34.000
PNW88176,2289,2079.373,29.311126,269.003
PNW88177,2112,1902.373,0.000000,0.000
PNW88147,2007,1797.373,47.775970,379.000
PNW88951,6002,5792.373,0.000000,0.000
PNW88950,5025,4815.373,7.147072,151.897
PNW89029,1995,1785.373,4.314778,34.000
PNW88504,3172,2962.373,21.109497,276.000
PNW88598,1055,845.373,4.824281,18.000
PNW89070,1864,1654.373,17.862626,130.428
PNW87990,5262,5052.373,2.421625,54.000
PNW88685,3358,3148.373,1.799298,25.002
PNW88714,3211,3001.373,7.784779,103.124
PNW88467,2592,2382.373,2.092288,22.000
PNW88784,5838,5628.373,7.286185,180.998
PNW88157,1809,1599.373,1.280431,9.039
PNW88095,2268,2058.373,0.000000,0.000
PNW88096,3494,3284.373,7.806656,113.164
PNW88770,1280,1070.373,0.000000,0.000
PNW88771,399,195.606,0.000000,0.000
PNW88137,3456,3246.373,1.954196,28.000
PNW88473,4298,4088.373,16.921693,305.341
PNW88472,4554,4344.373,5.104871,97.882
PNW87795,2615,2405.373,17.802784,189.000
PNW88753,2855,2645.373,5.652828,66.000
PNW88088,1679,1469.373,676.859759,4389.573
PNW88089,1749,1539.373,1.849831,12.568
PNW88355,7175,6965.373,7.398268,227.439
PNW88615,1257,1047.373,37.424258,173.000
PNW88797,1831,1621.373,1.117932,8.000
PNW87988,6932,6722.373,2.901027,86.073
PNW88264,2172,1962.373,0.461835,4.000
PNW88358,5884,5674.373,1.038159,26.000
PNW88267,22598,22388.373,0.293608,29.012
PNW88508,2242,2032.373,149.021341,1336.729
PNW87754,1326,1116.373,0.000000,0.000
PNW87753,1338,1128.373,12.301086,61.262
PNW88442,5968,5758.373,25.547705,649.297
PNW88889,3866,3656.373,3.346330,54.002
PNW88494,8300,8090.373,0.672136,24.000
PNW88854,2101,1891.373,27.655613,230.862
PNW87854,12099,11889.373,5.199046,272.819
PNW88390,6288,6078.373,0.000000,0.000
PNW88388,7467,7257.373,0.374637,12.000
PNW88389,6285,6075.373,0.000000,0.000
PNW88626,5613,5403.373,0.209659,5.000
PNW88231,1378,1168.373,173.245880,893.379
PNW88241,10492,10282.373,0.330527,15.000
PNW88578,1790,1580.373,27.096345,189.000
PNW89018,2722,2512.373,4.340153,48.126
PNW87737,2900,2690.373,1.852758,22.000
PNW88993,1804,1594.373,13.642370,96.000
PNW87850,1319,1109.373,35.332713,173.000
PNW88003,2490,2280.373,8.617458,86.731
PNW88031,7175,6965.373,2.584830,79.464
PNW88030,6765,6555.373,0.260483,7.536
PNW88035,4587,4377.373,4.968968,96.000
PNW88427,1574,1364.373,7.306814,44.000
PNW88376,5436,5226.373,0.628734,14.503
PNW87784,4412,4202.373,6.648274,123.309
PNW87851,1543,1333.373,69.742797,410.433
PNW88622,3742,3532.373,0.320710,5.000
PNW88308,6227,6017.373,3.539399,94.000
PNW88067,2202,1992.373,1.777108,15.627
PNW88068,1991,1781.373,9.332630,73.375
PNW88996,2857,2647.373,4.535961,53.000
PNW88645,2969,2759.373,1.642208,20.000
PNW88856,2031,1821.373,17.539966,141.000
PNW88265,7767,7557.373,1.499021,50.000
PNW87819,3938,3728.373,1.872844,30.819
PNW87820,3935,3725.373,1.964997,32.309
PNW88403,1185,975.373,8.130285,35.000
PNW88848,4438,4228.373,0.857344,16.000
PNW88354,4224,4014.373,1.354572,24.000
PNW88808,2540,2330.373,0.000000,0.000
PNW88807,2028,1818.373,1.031764,8.280
PNW88809,809,599.586,2.574014,6.812
PNW88104,3768,3558.373,3.583728,56.283
PNW88103,5791,5581.373,13.846502,341.093
PNW88527,3902,3692.373,7.859319,128.080
PNW87987,1972,1762.373,7.199440,56.000
PNW88314,1261,1051.373,9.913100,46.000
PNW88039,2227,2017.373,1.235421,11.000
PNW88038,2917,2707.373,0.000000,0.000
PNW88002,1968,1758.373,3.736763,29.000
PNW88505,4315,4105.373,10.701991,193.914
PNW89059,4469,4259.373,1.023081,19.233
PNW88071,5392,5182.373,0.000000,0.000
PNW88072,5422,5212.373,0.738962,17.000
PNW88339,1806,1596.373,18.167037,128.000
PNW88837,1351,1141.373,15.807555,79.631
PNW88913,3607,3397.373,3.601099,53.997
PNW88124,4773,4563.373,29.046072,585.012
PNW87931,4409,4199.373,3.678490,68.178
PNW87930,4878,4668.373,0.000000,0.000
PNW88169,3129,2919.373,5.275776,67.978
PNW88170,2175,1965.373,3.576314,31.022
PNW88709,4378,4168.373,7.953630,146.327
PNW87950,6475,6265.373,0.397790,11.000
PNW88783,4764,4554.373,0.299946,6.029
PNW88796,3824,3614.373,0.000000,0.000
PNW88208,3219,3009.373,7.152471,95.000
PNW88183,3361,3151.373,0.623034,8.666
PNW89038,1489,1279.373,7.260979,41.000
PNW88963,3485,3275.373,21.033919,304.069
PNW88173,3958,3748.373,0.503774,8.334
PNW88133,1283,1073.373,7.176897,34.000
PNW88597,1497,1287.373,39.951211,227.000
PNW88930,1848,1638.373,13.690866,99.000
PNW88706,2958,2748.373,9.638023,116.911
PNW88705,2967,2757.373,1.404195,17.089
PNW88225,10299,10089.373,0.022457,1.000
PNW88880,2417,2207.373,31.306476,305.001
PNW88284,1937,1727.373,32.262376,245.965
PNW88090,1425,1215.373,3.914878,21.000
PNW88414,1802,1592.373,6.829752,48.000
PNW87838,3605,3395.373,28.363318,425.046
PNW88511,1547,1337.373,59.807363,353.020
PNW87842,2460,2250.373,0.190126,1.888
PNW88801,1126,916.373,1.483500,6.000
PNW89097,1326,1116.373,0.584445,2.880
PNW87971,815,605.574,0.000000,0.000
PNW88773,472,264.768,0.000000,0.000
PNW87808,1262,1052.373,16.362602,76.000
PNW88413,2215,2005.373,33.442997,296.000
PNW88056,1858,1648.373,13.219459,96.175
PNW88246,1471,1261.373,20.722549,115.366
PNW88921,6139,5929.373,3.974235,104.005
PNW88862,6066,5856.373,5.598504,144.708
PNW88977,1920,1710.373,0.000000,0.000
PNW88635,9515,9305.373,3.652297,150.000
PNW88569,669,459.776,0.000000,0.000
PNW88570,1796,1586.373,0.285649,2.000
PNW87939,3404,3194.373,5.746632,81.020
PNW88415,4917,4707.373,5.439411,113.011
PNW88361,1615,1405.373,9.369078,58.114
PNW88362,432,226.396,0.000000,0.000
PNW88394,1026,816.373,21.370296,77.000
PNW88887,5521,5311.373,6.185952,145.012
PNW88602,2746,2536.373,1.697263,19.000
PNW88892,1423,1213.373,42.576235,228.010
PNW89011,3116,2906.373,7.638800,97.987
PNW88612,1596,1386.373,25.822354,158.004
PNW88539,937,727.412,0.622957,2.000
PNW89014,2313,2103.373,3.341885,31.024
PNW88825,8218,8008.373,2.093627,74.001
PNW87773,1599,1389.373,0.163076,1.000
PNW88383,1179,969.373,44.642747,191.000
PNW88983,1362,1152.373,0.000000,0.000
PNW88984,1806,1596.373,4.683689,33.000
PNW88816,2577,2367.373,4.000636,41.801
PNW89069,1338,1128.373,55.018874,274.003
PNW88210,14240,14030.373,0.936628,58.000
PNW88818,3078,2868.373,1.342832,17.000
PNW88167,1426,1216.373,166.330562,892.957
PNW88513,3372,3162.373,6.881210,96.044
PNW88180,5267,5057.373,0.000000,0.000
PNW88179,1644,1434.373,0.000000,0.000
PNW88426,1429,1219.373,9.848697,53.004
PNW88934,8424,8214.373,0.855059,31.000
PNW88410,2547,2337.373,48.851397,503.960
PNW88411,2253,2043.373,17.083794,154.072
PNW88634,8125,7915.373,2.089585,73.000
PNW88958,1422,1212.373,13.830402,74.005
PNW87823,2458,2248.373,6.348739,63.001
PNW87804,2329,2119.373,0.855246,8.000
PNW87803,2350,2140.373,0.000000,0.000
PNW87951,3208,2998.373,0.453600,6.003
PNW87952,1119,909.373,0.000000,0.000
PNW88655,2973,2763.373,0.000000,0.000
PNW88409,953,743.401,25.927716,85.070
PNW88590,3531,3321.373,4.365871,64.000
PNW87874,1147,937.373,53.028407,219.388
PNW88350,8756,8546.373,2.916214,110.000
PNW87778,2289,2079.373,26.181342,240.279
PNW88474,1721,1511.373,473.290499,3157.119
PNW88673,4655,4445.373,3.414903,67.000
PNW88922,2162,1952.373,3.693074,31.823
PNW88923,2165,1955.373,5.825654,50.277
PNW89009,5771,5561.373,238.188674,5846.481
PNW88116,3408,3198.373,2.052416,28.973
PNW88117,3003,2793.373,10.273917,126.665
PNW87755,1360,1150.373,76.107292,386.417
PNW88599,1260,1050.373,0.000000,0.000
PNW88600,1721,1511.373,2.698419,18.000
PNW88455,2305,2095.373,9.038129,83.586
PNW88454,2254,2044.373,4.820797,43.498
PNW88742,9858,9648.373,3.780908,161.006
PNW87908,3020,2810.373,0.138547,1.719
PNW87822,2648,2438.373,0.836278,9.000
PNW87848,2554,2344.373,75.597241,782.211
PNW88233,886,676.475,0.000000,0.000
PNW88294,3790,3580.373,5.125843,81.000
PNW88644,2993,2783.373,0.489012,6.007
PNW88406,2677,2467.373,3.305797,36.000
PNW88357,5698,5488.373,0.000000,0.000
PNW87818,3192,2982.373,2.962978,39.002
PNW88633,3909,3699.373,0.857449,14.000
PNW88374,5221,5011.373,1.022791,22.622
PNW87749,2496,2286.373,5.754374,58.068
PNW88595,4966,4756.373,1.190893,25.000
PNW88567,3249,3039.373,23.494034,315.161
PNW87771,1857,1647.373,30.532739,221.998
PNW87866,2185,1975.373,6.996635,61.000
PNW88345,1867,1657.373,51.681466,378.048
PNW88363,4520,4310.373,0.841034,16.000
PNW88960,4311,4101.373,3.313386,59.978
PNW88658,1531,1321.373,66.844837,389.839
PNW88832,3783,3573.373,0.000000,0.000
PNW88573,1562,1352.373,2.010450,12.000
PNW88743,13751,13541.373,0.000000,0.000
PNW87948,7449,7239.373,2.503788,80.000
PNW87883,1763,1553.373,0.583435,4.000
PNW87809,2415,2205.373,7.191583,70.000
PNW88218,6664,6454.373,4.036941,115.000
PNW87835,10952,10742.373,1.160035,55.000
PNW88694,4668,4458.373,2.573449,50.639
PNW88695,4298,4088.373,0.000000,0.000
PNW88696,3603,3393.373,0.000000,0.000
PNW88833,6997,6787.373,0.734395,22.000
PNW88868,2191,1981.373,0.114352,1.000
PNW88006,1544,1334.373,21.054888,124.000
PNW88811,1776,1566.373,15.622016,108.000
PNW88690,2596,2386.373,0.500484,5.271
PNW88552,2998,2788.373,10.563334,130.000
PNW88971,13179,12969.373,1.638509,93.791
PNW89067,1737,1527.373,0.296684,2.000
PNW87745,2288,2078.373,28.654767,262.852
PNW88558,1144,934.373,38.797894,160.000
PNW89050,5302,5092.373,0.981778,22.066
PNW88755,1168,958.373,35.934986,152.000
PNW88768,2975,2765.373,15.225142,185.826
PNW87756,2478,2268.373,20.798874,208.231
PNW87937,4059,3849.373,14.774164,251.006
PNW88391,1375,1165.373,21.191906,109.000
PNW88620,2211,2001.373,4.981191,44.000
PNW88499,3302,3092.373,17.291341,236.000
PNW88507,6609,6399.373,3.292828,93.003
PNW87980,1939,1729.373,3.406381,26.000
PNW88214,2673,2463.373,6.863760,74.625
PNW88684,4286,4076.373,5.947280,107.000
PNW88348,2235,2025.373,3.579757,32.000
PNW87825,1357,1147.373,1.184827,6.000
PNW88247,6435,6225.373,0.655112,18.000
PNW88462,3049,2839.373,9.495833,119.000
PNW88093,2334,2124.373,12.691844,119.000
PNW88524,8499,8289.373,5.842901,213.767
PNW88522,6909,6699.373,0.041683,1.233
PNW88523,6906,6696.373,0.000000,0.000
PNW89053,6638,6428.373,1.374587,39.000
PNW87896,4058,3848.373,0.239564,4.069
PNW88554,2482,2272.373,2.093863,21.000
PNW87775,6191,5981.373,0.000000,0.000
PNW87774,6119,5909.373,11.007416,287.090
PNW88708,7574,7364.373,3.669706,119.277
PNW88313,1406,1196.373,4.043651,21.352
PNW88643,2032,1822.373,1157.983021,9313.887
PNW89004,5945,5735.373,3.871444,98.000
PNW88769,2683,2473.373,5.221482,57.000
PNW88260,2507,2297.373,53.128821,538.708
PNW88575,1708,1498.373,0.000000,0.000
PNW88433,1804,1594.373,191.834173,1349.918
PNW88521,450,243.555,0.000000,0.000
PNW88446,3290,3080.373,60.920951,828.250
PNW88844,2162,1952.373,11.039163,95.124
PNW88106,2168,1958.373,8.214317,71.000
PNW88032,6385,6175.373,12.621292,344.000
PNW88676,3406,3196.373,8.151735,115.000
PNW87859,3269,3059.373,48.634805,656.706
PNW88646,3728,3518.373,14.754432,229.116
PNW88804,4934,4724.373,1.007126,21.000
PNW88657,1779,1569.373,0.000000,0.000
PNW87751,3718,3508.373,1.679098,26.000
PNW88022,3965,3755.373,22.792770,377.782
PNW88023,2325,2115.373,10.841215,101.218
PNW88969,2831,2621.373,2.765857,32.000
PNW87920,2227,2017.373,69.695859,620.561
PNW88333,4351,4141.373,10.176001,186.000
PNW87881,2840,2630.373,3.617766,42.000
PNW87766,2724,2514.373,4.059708,45.052
PNW88785,1441,1231.373,21.954668,119.319
PNW88328,2141,1931.373,0.642535,5.477
PNW87788,3259,3049.373,0.743016,10.000
PNW87789,3262,3052.373,0.000000,0.000
PNW87872,2060,1850.373,0.000000,0.000
PNW88452,2618,2408.373,97.497660,1036.357
PNW88463,7727,7517.373,4.731972,157.000
PNW88202,3897,3687.373,4.854210,79.000
PNW87797,1361,1151.373,8.264979,42.000
PNW88627,1194,984.373,24.332823,105.717
PNW88790,2149,1939.373,16.472757,141.000
PNW88421,3720,3510.373,16.852188,261.096
PNW88910,1907,1697.373,50.898643,381.307
PNW88911,594,385.024,0.000000,0.000
PNW87975,5539,5329.373,23.219014,546.149
PNW88243,4080,3870.373,57.625150,984.365
PNW88459,5386,5176.373,24.423172,557.981
PNW88561,2499,2289.373,1.682445,17.000
PNW88752,1603,1393.373,40.996275,252.118
PNW87911,3009,2799.373,0.000000,0.000
PNW88395,1905,1695.373,16.170693,121.000
PNW88660,1529,1319.373,2842.548770,16552.631
PNW88661,1768,1558.373,0.000000,0.000
PNW88437,5848,5638.373,8.318119,207.000
PNW88537,2820,2610.373,8.940845,103.008
PNW87912,2223,2013.373,13.861366,123.175
PNW88229,2905,2695.373,6.052324,72.000
PNW88691,652,442.812,0.000000,0.000
PNW87792,3060,2850.373,2.225691,28.000
PNW87791,3078,2868.373,0.000000,0.000
PNW88417,1988,1778.373,4.841381,38.000
PNW87738,5955,5745.373,2.998032,76.023
PNW88884,4419,4209.373,23.474162,436.113
PNW88885,4724,4514.373,6.513221,129.773
PNW88274,1307,1097.373,3.509968,17.000
PNW87786,1182,972.373,36.815666,158.000
PNW87849,3793,3583.373,18.480322,292.276
PNW88900,4527,4317.373,90.899833,1732.105
PNW88748,3639,3429.373,306.261392,4635.520
PNW88440,3313,3103.373,25.480669,349.009
PNW88053,6891,6681.373,7.435117,219.253
PNW88054,6894,6684.373,1.900396,56.066
PNW88368,1960,1750.373,4.401065,34.000
PNW88037,3187,2977.373,2.511246,33.000
PNW88036,3232,3022.373,0.000000,0.000
PNW88571,3346,3136.373,54.542104,755.007
PNW88617,1002,792.373,0.000000,0.000
PNW88618,2579,2369.373,0.727292,7.606
PNW88619,2162,1952.373,0.000000,0.000
PNW88775,4981,4771.373,11.534354,242.900
PNW88774,3333,3123.373,0.000000,0.000
PNW88881,1264,1054.373,33.310795,155.014
PNW87968,2327,2117.373,2.270816,21.221
PNW87967,1803,1593.373,19.455629,136.821
PNW88262,8500,8290.373,18.504681,677.091
PNW88516,5692,5482.373,4.108547,99.414
PNW88517,5734,5524.373,0.000000,0.000
PNW88987,2942,2732.373,2.570575,31.000
PNW87813,2654,2444.373,0.185383,2.000
PNW87812,2615,2405.373,0.000000,0.000
PNW88418,2129,1919.373,25.970660,220.006
PNW89040,2082,1872.373,2.057146,17.000
PNW88207,2707,2497.373,9.979708,110.000
PNW87884,2582,2372.373,10.140913,106.182
PNW87858,1263,1053.373,0.645279,3.000
PNW87857,2537,2327.373,0.000000,0.000
PNW87941,395,191.942,0.000000,0.000
PNW87942,3845,3635.373,4.910377,78.787
PNW87943,3864,3654.373,10.988018,177.224
PNW88291,7036,6826.373,3.219514,97.000
PNW89033,1399,1189.373,30.874144,162.071
PNW88731,3707,3497.373,5.312300,82.000
PNW87783,3260,3050.373,10.251347,138.015
PNW89048,7419,7209.373,0.157138,5.000
PNW87910,1283,1073.373,1.503512,7.123
PNW88163,3587,3377.373,9.861588,147.000
PNW89061,3318,3108.373,10.156699,139.340
PNW87790,1973,1763.373,2.826747,22.000
PNW89086,1504,1294.373,0.175045,1.000
PNW88990,4389,4179.373,4.933315,91.000
PNW88392,3527,3317.373,0.000000,0.000
PNW88393,3837,3627.373,4.372345,70.000
PNW88672,2085,1875.373,16.531045,136.829
PNW88872,2843,2633.373,7.141250,83.000
PNW88883,6501,6291.373,3.097156,86.000
PNW88907,2790,2580.373,16.771498,191.005
PNW88115,3692,3482.373,8.984316,138.087
PNW88320,1650,1440.373,12.426838,79.000
PNW88008,2941,2731.373,0.000000,0.000
PNW88007,2902,2692.373,1.346460,16.000
PNW88069,6836,6626.373,0.957394,28.000
PNW87768,2539,2329.373,17.120517,176.014
PNW88193,1964,1754.373,8.007156,62.000
PNW88424,1829,1619.373,2.837998,20.284
PNW89052,8402,8192.373,1.521206,55.003
PNW88242,2389,2179.373,3.014914,29.000
PNW88185,4583,4373.373,9.687989,187.000
PNW88849,1473,1263.373,7.532275,42.000
PNW88735,9846,9636.373,0.000000,0.000
PNW88912,5370,5160.373,4.434601,101.001
PNW88428,1488,1278.373,34.968248,197.298
PNW89095,2025,1815.373,15.975432,128.000
PNW88586,4110,3900.373,11.792299,203.000
PNW89056,4202,3992.373,1.021527,18.000
PNW89055,3495,3285.373,0.000000,0.000
PNW88114,2153,1943.373,37.866285,324.788
PNW88533,2508,2298.373,0.197160,2.000
PNW87867,447,240.676,1.124506,1.195
PNW88307,8999,8789.373,0.103112,4.000
PNW89083,2077,1867.373,22.082530,182.000
PNW89073,1248,1038.373,12.655610,58.000
PNW89077,4939,4729.373,12.336785,257.512
PNW89076,4870,4660.373,15.682016,322.563
PNW89013,1487,1277.373,13.470474,75.944
PNW87801,2571,2361.373,0.000000,0.000
PNW88955,1633,1423.373,393.036668,2469.126
PNW88326,10171,9961.373,7.829854,344.242
PNW88968,5744,5534.373,7.782473,190.098
PNW88457,2880,2670.373,3.054493,36.000
PNW88506,2378,2168.373,29.477813,282.111
PNW88551,3140,2930.373,0.463818,5.999
PNW87969,1461,1251.373,7.061349,39.000
PNW88580,2500,2290.373,1.978483,20.000
PNW88382,980,770.383,99.115337,337.007
PNW88212,1275,1065.373,0.706792,3.323
PNW88213,1254,1044.373,26.831213,123.677
PNW87846,4078,3868.373,4.158518,71.000
PNW89023,1982,1772.373,20.934800,163.763
PNW88203,1751,1541.373,8.819663,60.000
PNW89075,3200,2990.373,8.031765,106.005
PNW88536,2017,1807.373,264.027775,2106.148
PNW89024,2157,1947.373,3.257747,28.000
PNW88997,4810,4600.373,59.076271,1199.493
PNW88224,3612,3402.373,2.996672,45.000
PNW88140,1816,1606.373,22.567430,160.000
PNW88073,4855,4645.373,0.634061,13.000
PNW87877,682,472.748,0.479268,1.000
PNW88557,14292,14082.373,1.013616,63.000
PNW87888,4454,4244.373,2.508955,47.000
PNW87949,3506,3296.373,2.749364,40.000
PNW88741,1541,1331.373,0.000000,0.000
PNW89006,1230,1020.373,43.809798,197.298
PNW88122,2313,2103.373,10.879617,101.000
PNW88310,2608,2398.373,29.265567,309.788
PNW88674,2979,2769.373,2.536231,31.000
PNW88153,5895,5685.373,5.738681,144.000
PNW88266,2372,2162.373,4.295975,41.000
PNW88717,5800,5590.373,1.418603,35.002
PNW88747,2370,2160.373,0.000000,0.000
PNW88171,2752,2542.373,14.651041,164.399
PNW87802,4338,4128.373,2.909480,53.013
PNW88947,1373,1163.373,14.205427,72.940
PNW88605,1364,1154.373,21.999939,112.088
PNW88107,6794,6584.373,3.578718,104.000
PNW87999,4931,4721.373,2.447431,51.000
PNW88013,2507,2297.373,5.737167,58.173
PNW89066,3390,3180.373,23.192103,325.544
PNW88332,1293,1083.373,17.567491,84.000
PNW88891,1975,1765.373,18.224700,142.000
PNW88236,4606,4396.373,4.535203,88.000
PNW89005,912,702.445,94.463821,292.866
PNW88315,4243,4033.373,6.486788,115.475
PNW87957,3530,3320.373,51.869881,760.140
PNW88582,3253,3043.373,0.744481,10.000
PNW88652,5446,5236.373,19.967674,461.476
PNW87963,13119,12909.373,4.052895,230.920
PNW88898,10143,9933.373,3.017886,132.309
PNW87893,1824,1614.373,0.537957,3.833
PNW88200,2455,2245.373,340.418646,3373.598
PNW88470,2092,1882.373,0.122018,1.014
PNW88831,3786,3576.373,2.247989,35.484
PNW88141,5069,4859.373,1.678537,36.000
PNW87821,3561,3351.373,20.983697,310.382
PNW88973,5569,5359.373,0.000000,0.000
PNW88972,5572,5362.373,1.080682,25.577
PNW87879,1923,1713.373,6.612365,50.003
PNW88502,1803,1593.373,971.313212,6830.748
PNW88305,5736,5526.373,4.181851,102.000
PNW88744,3372,3162.373,66.714489,931.161
PNW87868,2348,2138.373,205.124387,1935.941
PNW88488,1522,1312.373,0.000000,0.000
PNW88044,5884,5674.373,0.359363,9.000
PNW88102,4916,4706.373,10.860851,225.601
PNW88360,4186,3976.373,4.444430,78.000
PNW88759,1472,1262.373,10.589435,59.000
PNW88058,4885,4675.373,2.471511,51.000
PNW88451,3381,3171.373,19.146444,267.995
PNW89015,4981,4771.373,6.873513,144.748
PNW88047,2904,2694.373,0.000000,0.000
PNW88762,877,667.483,43.448842,128.000
PNW88458,6229,6019.373,7.264891,193.006
PNW87964,1619,1409.373,8.359605,52.000
PNW88009,6841,6631.373,1.947511,57.000
PNW88909,2682,2472.373,6.229926,67.981
PNW88498,2047,1837.373,3.062463,24.835
PNW88810,581,372.094,0.761471,1.251
PNW88926,3995,3785.373,87.900263,1468.555
PNW88927,4010,3800.373,18.676758,313.270
PNW89041,1734,1524.373,0.891802,6.000
PNW88441,1342,1132.373,31.974000,159.800
PNW88121,12875,12665.373,2.110924,118.000
PNW88492,754,544.648,0.000000,0.000
PNW88698,3672,3462.373,4.574489,69.905
PNW89022,1513,1303.373,0.521508,3.000
PNW87929,2533,2323.373,0.000000,0.000
PNW88487,1620,1410.373,1.445829,9.000
PNW88486,1104,894.373,0.000000,0.000
PNW88485,1320,1110.373,0.000000,0.000
PNW88692,1649,1439.373,5.666918,36.001
PNW88019,6282,6072.373,2.873035,77.000
