Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1154.435,11.935622,45.000
PNW89007,5090,4917.435,0.192873,3.097
PNW89008,3975,3802.435,0.000000,0.000
PNW87871,2041,1868.435,0.000000,0.000
PNW88663,2930,2757.435,11.881755,107.000
PNW87935,3925,3752.435,3.835189,47.000
PNW88719,3075,2902.435,0.105497,1.000
PNW88720,2102,1929.435,0.000000,0.000
PNW89054,1495,1322.435,39.593493,171.000
PNW88445,6061,5888.435,5.355986,103.000
PNW88986,3053,2880.435,3.507987,33.000
PNW87807,9739,9566.435,1.920451,60.000
PNW88379,4494,4321.435,25.285996,356.867
PNW88378,1626,1453.435,0.000000,0.000
PNW88412,1716,1543.435,12.498395,63.000
PNW89087,3057,2884.435,0.112406,1.059
PNW88665,1622,1449.435,1.056266,5.000
PNW88890,2518,2345.435,10.966245,84.000
PNW87944,2485,2312.435,2.913099,22.000
PNW88976,3201,3028.435,36.197046,358.005
PNW88531,1625,1452.435,15.811265,75.000
PNW88118,2291,2118.435,72.269814,500.000
PNW88228,3943,3770.435,2.436306,30.000
PNW88639,2099,1926.435,51.657225,325.000
PNW88721,1108,935.435,9.819958,30.000
PNW88722,381,210.587,0.000000,0.000
PNW88450,8748,8575.435,0.428555,12.002
PNW88449,5442,5269.435,0.000000,0.000
PNW87746,3203,3030.435,4.627771,45.801
PNW88263,1500,1327.435,6.458725,28.000
PNW88830,3784,3611.435,0.147375,1.738
PNW87919,3200,3027.435,2.225102,22.000
PNW87844,10605,10432.435,4.681348,159.498
PNW87843,10599,10426.435,0.713899,24.309
PNW88086,6004,5831.435,9.556482,182.000
PNW88642,626,453.536,0.000000,0.000
PNW87833,1287,1114.435,0.000000,0.000
PNW87832,2976,2803.435,9.502346,87.000
PNW88471,5077,4904.435,25.347735,406.000
PNW87887,2536,2363.435,17.749208,137.000
PNW89021,2091,1918.435,1.755689,11.000
PNW89093,5615,5442.435,5.738641,102.000
PNW87829,2526,2353.435,2.862472,22.001
PNW88777,691,518.489,187.797281,318.000
PNW88254,2082,1909.435,6.254056,39.000
PNW88534,2183,2010.435,1.066130,7.000
PNW87785,2502,2329.435,0.394342,3.000
PNW88324,2416,2243.435,31.255329,229.000
PNW88510,1200,1027.435,0.358417,1.203
PNW88509,1921,1748.435,282.444012,1612.797
PNW87979,4252,4079.435,25.670137,342.000
