Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1137.126,21.594215,179.023
PNW89007,5090,4900.126,0.134762,4.814
PNW89008,3975,3785.126,0.000000,0.000
PNW87871,2041,1851.126,0.000000,0.000
PNW88663,2930,2740.126,18.491226,369.402
PNW87935,3925,3735.126,1.206452,32.853
PNW88719,3075,2885.126,0.000000,0.000
PNW88720,2102,1912.126,0.000000,0.000
PNW89054,1495,1305.126,17.532499,166.824
PNW88445,6061,5871.126,4.883266,209.023
PNW88986,3053,2863.126,3.066035,64.000
PNW87807,9739,9549.126,1.134751,79.000
PNW88379,4494,4304.126,19.952069,626.089
PNW88378,1626,1436.126,0.000000,0.000
PNW88412,1716,1526.126,26.693361,297.000
PNW89087,3057,2867.126,0.392077,8.196
PNW88665,1622,1432.126,4.501465,47.000
PNW88890,2518,2328.126,38.465452,652.890
PNW87944,2485,2295.126,79.861337,1336.306
PNW88976,3201,3011.126,83.140032,1825.164
PNW88531,1625,1435.126,46.516834,486.702
PNW88118,2291,2101.126,45.108206,690.988
PNW88228,3943,3753.126,15.073387,412.446
PNW88639,2099,1909.126,267.633098,3725.094
PNW88721,1108,918.126,0.746973,5.000
PNW88722,381,195.042,0.000000,0.000
PNW88450,8748,8558.126,0.176302,11.000
PNW88449,5442,5252.126,0.000000,0.000
PNW87746,3203,3013.126,3.195731,70.202
PNW88263,1500,1310.126,4.921487,47.008
PNW88830,3784,3594.126,0.085520,2.241
PNW87919,3200,3010.126,7.903833,173.454
PNW87844,10605,10415.126,3.384782,257.015
PNW87843,10599,10409.126,1.987013,150.792
PNW88086,6004,5814.126,27.020256,1145.346
PNW88642,626,436.551,0.000000,0.000
PNW87833,1287,1097.126,0.000000,0.000
PNW87832,2976,2786.126,8.124173,165.022
PNW88471,5077,4887.126,38.125229,1358.404
PNW87887,2536,2346.126,10.464991,179.000
PNW89021,2091,1901.126,3.390971,47.000
PNW89093,5615,5425.126,13.989030,553.300
PNW87829,2526,2336.126,0.000000,0.000
PNW88777,691,501.445,164.072186,599.821
PNW88254,2082,1892.126,7.032100,97.006
PNW88534,2183,1993.126,2.890358,42.000
PNW87785,2502,2312.126,0.711880,12.000
PNW88324,2416,2226.126,62.776814,1018.854
PNW88510,1200,1010.126,0.000000,0.000
PNW88509,1921,1731.126,193.825284,2446.256
PNW87979,4252,4062.126,0.000000,0.000
PNW88221,3217,3027.126,15.786873,348.409
PNW88340,3049,2859.126,0.575685,12.000
PNW89032,1285,1095.126,11.773371,94.000
PNW87890,985,795.133,6.210115,36.000
PNW87780,2525,2335.126,9.731568,165.675
PNW87864,1535,1345.126,15.465038,151.662
PNW88904,2758,2568.126,11.359972,212.695
PNW88248,2355,2165.126,0.434655,6.861
PNW88249,2334,2144.126,7.593921,118.708
PNW88667,6336,6146.126,3.682304,165.000
PNW89099,3472,3282.126,0.148822,3.561
PNW88337,5050,4860.126,53.544792,1897.264
PNW88648,1640,1450.126,39.064530,413.001
PNW88734,1260,1070.126,12.434013,97.008
PNW88863,5246,5056.126,3.146925,116.002
PNW89046,2706,2516.126,3.652410,67.000
PNW88562,2259,2069.126,1.789839,27.000
PNW87750,3789,3599.126,2.896356,76.000
PNW88182,4240,4050.126,7.728976,228.220
PNW88834,2719,2529.126,55.100577,1015.990
PNW87892,2450,2260.126,0.147383,2.429
PNW87863,2342,2152.126,44.889320,704.326
PNW88723,1039,849.126,0.000000,0.000
PNW88724,668,478.474,0.000000,0.000
PNW88500,7078,6888.126,0.338520,17.000
PNW87862,653,463.495,2.071523,7.000
PNW88583,2695,2505.126,20.747900,378.937
PNW88312,2252,2062.126,5.653880,85.001
PNW88636,3185,2995.126,52.936022,1155.924
PNW88366,6437,6247.126,3.073866,140.000
PNW88532,3155,2965.126,0.092518,2.000
PNW88199,6286,6096.126,9.622142,427.650
PNW88852,1610,1420.126,51.600270,534.246
PNW89003,3179,2989.126,0.137662,3.000
PNW88553,4592,4402.126,1.682552,54.000
PNW88261,2092,1902.126,27.766288,385.052
PNW88931,3412,3222.126,50.359296,1183.001
PNW87865,3055,2865.126,122.223438,2553.060
PNW87757,3143,2953.126,0.789594,17.000
PNW88745,1926,1736.126,7.825330,99.048
PNW87855,1525,1335.126,13.758536,133.924
PNW88710,4192,4002.126,4.228944,123.392
PNW88711,3903,3713.126,3.864435,104.614
PNW88138,8196,8006.126,46.269303,2700.712
PNW88226,2906,2716.126,5.403448,107.000
PNW88311,8639,8449.126,2.353929,145.000
PNW88702,1178,988.126,31.258397,225.186
PNW88853,2144,1954.126,5.896087,84.000
PNW88715,1546,1356.126,0.202287,2.000
PNW88758,4378,4188.126,10.449107,319.052
PNW87782,531,341.896,3.550778,8.851
PNW87781,2452,2262.126,45.975798,758.244
PNW88230,1496,1306.126,114.368233,1089.064
PNW87752,4376,4186.126,4.489035,137.002
PNW88916,8520,8330.126,3.223100,195.744
PNW88917,5952,5762.126,0.102329,4.299
PNW87954,6669,6479.126,0.127731,6.034
PNW88287,1215,1025.126,0.401404,3.000
PNW88286,1203,1013.126,0.000000,0.000
PNW88436,2741,2551.126,32.851231,611.007
PNW87861,1896,1706.126,172.797555,2149.372
PNW88680,3646,3456.126,1.904973,48.000
PNW88028,1388,1198.126,9.616433,84.000
PNW88176,2289,2099.126,36.154938,553.311
PNW88177,2112,1922.126,29.700067,416.200
PNW88147,2007,1817.126,48.913320,648.000
PNW88951,6002,5812.126,0.085714,3.632
PNW88950,5025,4835.126,18.203299,641.683
PNW89029,1995,1805.126,12.016693,158.145
PNW88504,3172,2982.126,5.887367,128.000
PNW88598,1055,865.126,3.329486,21.000
PNW89070,1864,1674.126,19.306004,235.637
PNW87990,5262,5072.126,0.351553,13.000
PNW88685,3358,3168.126,1.783720,41.200
PNW88714,3211,3021.126,8.506689,187.367
PNW88467,2592,2402.126,1.084913,19.000
PNW88784,5838,5648.126,11.801057,485.946
PNW88157,1809,1619.126,0.000000,0.000
PNW88095,2268,2078.126,0.000000,0.000
PNW88096,3494,3304.126,3.819314,92.004
PNW88770,1280,1090.126,0.000000,0.000
PNW88771,399,212.220,0.000000,0.000
PNW88137,3456,3266.126,0.797917,19.000
PNW88473,4298,4108.126,8.540265,255.787
PNW88472,4554,4364.126,3.358167,106.847
PNW87795,2615,2425.126,10.170016,179.812
PNW88753,2855,2665.126,12.396536,240.869
PNW88088,1679,1489.126,867.203250,9414.888
PNW88089,1749,1559.126,3.104018,35.283
PNW88355,7175,6985.126,8.248496,420.061
PNW88615,1257,1067.126,25.955373,201.932
PNW88797,1831,1641.126,0.334315,4.000
PNW87988,6932,6742.126,1.098586,54.000
PNW88264,2172,1982.126,0.622800,9.000
PNW88358,5884,5694.126,6.792961,282.000
PNW88267,22598,22408.126,0.863079,141.000
