Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1136.655,25.691725,213.092
PNW89007,5090,4899.655,0.000000,0.000
PNW89008,3975,3784.655,0.000000,0.000
PNW87871,2041,1850.655,0.000000,0.000
PNW88663,2930,2739.655,19.121302,382.260
PNW87935,3925,3734.655,1.174231,32.000
PNW88719,3075,2884.655,0.000000,0.000
PNW88720,2102,1911.655,0.000000,0.000
PNW89054,1495,1304.655,16.576286,157.808
PNW88445,6061,5870.655,4.829715,206.897
PNW88986,3053,2862.655,3.496044,73.028
PNW87807,9739,9548.655,1.277326,89.000
PNW88379,4494,4303.655,20.182448,633.807
PNW88378,1626,1435.655,0.000000,0.000
PNW88412,1716,1525.655,26.408577,294.000
PNW89087,3057,2866.655,0.242437,5.071
PNW88665,1622,1431.655,5.456202,57.000
PNW88890,2518,2327.655,36.827221,625.509
PNW87944,2485,2294.655,74.031066,1239.588
PNW88976,3201,3010.655,79.049281,1736.620
PNW88531,1625,1434.655,43.504055,455.432
PNW88118,2291,2100.655,42.151651,646.123
PNW88228,3943,3752.655,14.243026,390.020
PNW88639,2099,1908.655,266.205568,3707.580
PNW88721,1108,917.655,1.642734,11.000
PNW88722,381,194.627,0.000000,0.000
PNW88450,8748,8557.655,0.176154,11.000
PNW88449,5442,5251.655,0.000000,0.000
PNW87746,3203,3012.655,3.180337,69.915
PNW88263,1500,1309.655,6.379722,60.968
PNW88830,3784,3593.655,0.114158,2.994
PNW87919,3200,3009.655,7.422398,163.007
PNW87844,10605,10414.655,1.772324,134.690
PNW87843,10599,10408.655,4.063828,308.657
PNW88086,6004,5813.655,25.469196,1080.464
PNW88642,626,436.040,0.000000,0.000
PNW87833,1287,1096.655,0.000000,0.000
PNW87832,2976,2785.655,7.723717,157.000
PNW88471,5077,4886.655,39.858085,1421.262
PNW87887,2536,2345.655,11.762310,201.327
PNW89021,2091,1900.655,2.379385,33.000
PNW89093,5615,5424.655,14.368231,568.750
PNW87829,2526,2335.655,0.000000,0.000
PNW88777,691,500.919,163.667228,598.239
PNW88254,2082,1891.655,7.682687,106.048
PNW88534,2183,1992.655,2.338188,33.998
PNW87785,2502,2311.655,0.833550,14.061
PNW88324,2416,2225.655,60.561704,983.562
PNW88510,1200,1009.655,0.000000,0.000
PNW88509,1921,1730.655,181.331133,2289.965
PNW87979,4252,4061.655,0.000000,0.000
PNW88221,3217,3026.655,13.716455,302.936
PNW88340,3049,2858.655,0.383515,8.000
PNW89032,1285,1094.655,8.513063,68.000
PNW87890,985,794.658,8.105346,47.000
PNW87780,2525,2334.655,10.103474,172.123
PNW87864,1535,1344.655,17.561980,172.318
PNW88904,2758,2567.655,11.299508,211.710
PNW88248,2355,2164.655,0.000000,0.000
PNW88249,2334,2143.655,8.187272,128.068
PNW88667,6336,6145.655,3.434121,154.003
PNW89099,3472,3281.655,0.263065,6.299
PNW88337,5050,4859.655,53.214587,1887.044
PNW88648,1640,1449.655,40.638949,429.886
PNW88734,1260,1069.655,12.939921,101.000
PNW88863,5246,5055.655,2.848286,105.077
PNW89046,2706,2515.655,4.739530,87.003
PNW88562,2259,2068.655,2.914866,44.000
PNW87750,3789,3598.655,3.916445,102.844
PNW88182,4240,4049.655,7.675146,226.804
PNW88834,2719,2528.655,54.427138,1004.271
PNW87892,2450,2259.655,0.127468,2.102
PNW87863,2342,2151.655,44.197056,693.924
PNW88723,1039,848.655,0.000000,0.000
PNW88724,668,477.949,0.000000,0.000
PNW88500,7078,6887.655,0.497419,25.000
PNW87862,653,462.972,2.664046,9.000
PNW88583,2695,2504.655,20.792622,380.017
PNW88312,2252,2061.655,5.587582,84.059
PNW88636,3185,2994.655,54.810160,1197.716
PNW88366,6437,6246.655,2.917818,133.000
PNW88532,3155,2964.655,0.046225,1.000
PNW88199,6286,6095.655,9.948185,442.497
PNW88852,1610,1419.655,47.786932,495.037
PNW89003,3179,2988.655,0.000000,0.000
PNW88553,4592,4401.655,1.743517,56.000
PNW88261,2092,1901.655,24.935829,346.020
PNW88931,3412,3221.655,49.546409,1164.762
PNW87865,3055,2864.655,121.483588,2539.428
PNW87757,3143,2952.655,0.649785,14.000
PNW88745,1926,1735.655,6.435185,81.502
PNW87855,1525,1334.655,11.192097,109.000
PNW88710,4192,4001.655,5.925503,173.026
PNW88711,3903,3712.655,1.292220,35.008
PNW88138,8196,8005.655,45.558217,2661.396
PNW88226,2906,2715.655,5.819875,115.328
PNW88311,8639,8448.655,1.816876,112.010
PNW88702,1178,987.655,29.555376,213.004
PNW88853,2144,1953.655,5.401282,77.000
PNW88715,1546,1355.655,0.000000,0.000
PNW88758,4378,4187.655,10.465645,319.803
PNW87782,531,341.421,2.580297,6.428
PNW87781,2452,2261.655,47.463132,783.301
PNW88230,1496,1305.655,116.207410,1107.155
PNW87752,4376,4185.655,4.059873,124.000
PNW88916,8520,8329.655,3.577299,217.434
PNW88917,5952,5761.655,0.000000,0.000
PNW87954,6669,6478.655,0.107888,5.100
PNW88287,1215,1024.655,0.000000,0.000
PNW88286,1203,1012.655,0.676647,5.000
PNW88436,2741,2550.655,32.935388,613.000
PNW87861,1896,1705.655,177.727173,2212.030
PNW88680,3646,3455.655,1.467374,37.001
PNW88028,1388,1197.655,10.412707,91.000
PNW88176,2289,2098.655,40.661498,622.688
PNW88177,2112,1921.655,26.257264,368.189
