Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1127.805,30.501475,108.098
PNW89007,5090,4890.805,0.000000,0.000
PNW89008,3975,3775.805,0.000000,0.000
PNW87871,2041,1841.805,0.000000,0.000
PNW88663,2930,2730.805,13.751985,118.010
PNW87935,3925,3725.805,1.708228,20.000
PNW88719,3075,2875.805,0.000000,0.000
PNW88720,2102,1902.805,0.000000,0.000
PNW89054,1495,1295.805,37.578532,153.018
PNW88445,6061,5861.805,3.800289,70.002
PNW88986,3053,2853.805,5.686982,51.000
PNW87807,9739,9539.805,3.381972,101.385
PNW88379,4494,4294.805,24.668724,332.931
PNW88378,1626,1426.805,18.447558,82.712
PNW88412,1716,1516.805,41.540473,198.000
PNW89087,3057,2857.805,1.402859,12.598
PNW88665,1622,1422.805,0.000000,0.000
PNW88890,2518,2318.805,39.363857,286.831
PNW87944,2485,2285.805,21.027404,151.039
PNW88976,3201,3001.805,34.956893,329.746
PNW88531,1625,1425.805,32.193731,144.243
PNW88118,2291,2091.805,43.193634,283.926
PNW88228,3943,3743.805,3.655032,43.000
PNW88639,2099,1899.805,202.152170,1206.845
PNW88721,1108,908.805,3.151431,9.000
PNW88722,381,186.616,0.000000,0.000
PNW88450,8748,8548.805,0.967841,26.000
PNW88449,5442,5242.805,0.000000,0.000
PNW87746,3203,3003.805,17.534882,165.515
PNW88263,1500,1300.805,11.742819,48.001
PNW88830,3784,3584.805,0.384135,4.327
PNW87919,3200,3000.805,12.409980,117.023
PNW87844,10605,10405.805,0.000000,0.000
PNW87843,10599,10399.805,2.518618,82.310
PNW88086,6004,5804.805,28.830302,525.897
PNW88642,626,427.215,0.000000,0.000
PNW87833,1287,1087.805,0.000000,0.000
PNW87832,2976,2776.805,13.086677,114.193
PNW88471,5077,4877.805,31.204078,478.299
PNW87887,2536,2336.805,18.839776,138.345
PNW89021,2091,1891.805,3.532474,21.000
PNW89093,5615,5415.805,5.875880,100.000
PNW87829,2526,2326.805,0.136898,1.001
PNW88777,691,492.108,157.201050,243.097
PNW88254,2082,1882.805,10.648077,63.000
PNW88534,2183,1983.805,3.529065,22.000
PNW87785,2502,2302.805,5.664730,40.992
PNW88324,2416,2216.805,153.371343,1068.405
PNW88510,1200,1000.805,0.000000,0.000
PNW88509,1921,1721.805,95.642060,517.484
PNW87979,4252,4052.805,0.000000,0.000
PNW88221,3217,3017.805,4.534331,43.000
PNW88340,3049,2849.805,0.223332,2.000
PNW89032,1285,1085.805,5.288514,18.045
PNW87890,985,785.811,2.024826,5.000
PNW87780,2525,2325.805,10.262125,75.002
PNW87864,1535,1335.805,24.537491,103.000
PNW88904,2758,2558.805,13.627459,109.576
PNW88248,2355,2155.805,3.817354,25.860
PNW88249,2334,2134.805,5.243555,35.176
PNW88667,6336,6136.805,2.966417,57.206
PNW89099,3472,3272.805,0.000000,0.000
PNW88337,5050,4850.805,44.508542,678.455
PNW88648,1640,1440.805,29.387030,133.053
PNW88734,1260,1060.805,16.199224,54.000
PNW88863,5246,5046.805,7.062180,112.000
PNW89046,2706,2506.805,9.592200,75.562
PNW88562,2259,2059.805,6.465376,41.849
PNW87750,3789,3589.805,0.354589,4.000
PNW88182,4240,4040.805,10.355530,131.493
PNW88834,2719,2519.805,39.340073,311.506
PNW87892,2450,2250.805,0.581847,4.115
PNW87863,2342,2142.805,53.777975,362.119
PNW88723,1039,839.805,0.000000,0.000
PNW88724,668,469.138,0.000000,0.000
PNW88500,7078,6878.805,0.462618,10.000
PNW87862,653,454.167,0.000000,0.000
PNW88583,2695,2495.805,9.435329,74.000
PNW88312,2252,2052.805,6.779787,43.735
PNW88636,3185,2985.805,63.316111,594.073
PNW88366,6437,6237.805,4.591422,90.000
PNW88532,3155,2955.805,0.430646,4.000
PNW88199,6286,6086.805,3.868818,74.000
PNW88852,1610,1410.805,54.361994,241.005
PNW89003,3179,2979.805,0.000000,0.000
PNW88553,4592,4392.805,1.448852,20.000
PNW88261,2092,1892.805,16.968625,100.929
PNW88931,3412,3212.805,11.589142,117.004
PNW87865,3055,2855.805,217.721609,1953.863
PNW87757,3143,2943.805,2.283432,21.123
PNW88745,1926,1726.805,0.000000,0.000
PNW87855,1525,1325.805,5.520573,23.000
PNW88710,4192,3992.805,4.840928,60.739
PNW88711,3903,3703.805,3.201381,37.261
PNW88138,8196,7996.805,49.218240,1236.820
PNW88226,2906,2706.805,5.055306,43.000
PNW88311,8639,8439.805,3.054137,81.000
PNW88702,1178,978.805,24.391947,75.025
PNW88853,2144,1944.805,24.707155,150.995
PNW88715,1546,1346.805,0.472565,2.000
PNW88758,4378,4178.805,10.741771,141.056
PNW87782,531,332.568,9.038680,9.446
PNW87781,2452,2252.805,49.637650,351.398
PNW88230,1496,1296.805,79.679339,324.702
PNW87752,4376,4176.805,1.851749,24.305
PNW88916,8520,8320.805,2.027739,53.020
PNW88917,5952,5752.805,0.169369,3.062
PNW87954,6669,6469.805,0.799652,16.258
PNW88287,1215,1015.805,2.192925,7.000
PNW88286,1203,1003.805,0.000000,0.000
PNW88436,2741,2541.805,51.331564,410.006
PNW87861,1896,1696.805,38.685021,206.271
PNW88680,3646,3446.805,4.341923,47.029
PNW88028,1388,1188.805,6.156774,23.000
PNW88176,2289,2089.805,9.192770,60.369
PNW88177,2112,1912.805,17.095749,102.760
PNW88147,2007,1807.805,57.209450,325.000
PNW88951,6002,5802.805,0.000000,0.000
PNW88950,5025,4825.805,7.649344,116.000
PNW89029,1995,1795.805,1.594848,9.000
PNW88504,3172,2972.805,13.380723,125.000
PNW88598,1055,855.805,4.090288,11.000
PNW89070,1864,1664.805,19.688374,103.000
PNW87990,5262,5062.805,1.508537,24.000
PNW88685,3358,3158.805,2.332791,23.156
PNW88714,3211,3011.805,7.761160,73.454
PNW88467,2592,2392.805,2.927448,22.012
PNW88784,5838,5638.805,7.900907,140.000
PNW88157,1809,1609.805,0.204898,1.037
PNW88095,2268,2068.805,0.000000,0.000
PNW88096,3494,3294.805,4.647268,48.116
PNW88770,1280,1080.805,0.000000,0.000
PNW88771,399,203.513,0.000000,0.000
PNW88137,3456,3256.805,1.270245,13.000
PNW88473,4298,4098.805,14.117523,181.836
PNW88472,4554,4354.805,4.212614,57.648
PNW87795,2615,2415.805,12.436809,94.414
PNW88753,2855,2655.805,3.355041,28.000
PNW88088,1679,1479.805,698.306140,3247.240
PNW88089,1749,1549.805,17.938598,87.363
PNW88355,7175,6975.805,8.903418,195.171
PNW88615,1257,1057.805,32.490332,108.000
PNW88797,1831,1631.805,0.585045,3.000
PNW87988,6932,6732.805,1.701336,35.996
PNW88264,2172,1972.805,0.161306,1.000
PNW88358,5884,5684.805,0.783697,14.000
PNW88267,22598,22398.805,0.355182,25.000
PNW88508,2242,2042.805,104.638408,671.710
PNW87754,1326,1126.805,0.000000,0.000
PNW87753,1338,1138.805,5.588775,20.000
PNW88442,5968,5768.805,29.526494,535.256
PNW88889,3866,3666.805,3.746853,43.174
PNW88494,8300,8100.805,1.139215,29.000
PNW88854,2101,1901.805,24.302026,145.235
PNW87854,12099,11899.805,3.717181,139.001
PNW88390,6288,6088.805,0.313585,6.000
PNW88388,7467,7267.805,0.000000,0.000
PNW88389,6285,6085.805,0.000000,0.000
PNW88626,5613,5413.805,0.293903,5.000
PNW88231,1378,1178.805,171.544706,635.453
PNW88241,10492,10292.805,0.342771,11.087
PNW88578,1790,1590.805,25.805291,129.000
PNW89018,2722,2522.805,2.018238,16.000
PNW87737,2900,2700.805,6.598281,56.000
PNW88993,1804,1604.805,8.328428,42.000
PNW87850,1319,1119.805,34.631554,121.865
PNW88003,2490,2290.805,8.153245,58.692
PNW88031,7175,6975.805,3.467011,76.000
PNW88030,6765,6565.805,0.000000,0.000
PNW88035,4587,4387.805,6.166270,85.022
PNW88427,1574,1374.805,8.332924,36.000
PNW88376,5436,5236.805,0.138887,2.286
PNW87784,4412,4212.805,5.144631,68.107
PNW87851,1543,1343.805,92.369691,390.058
PNW88622,3742,3542.805,0.179646,2.000
PNW88308,6227,6027.805,2.956411,56.000
PNW88067,2202,2002.805,0.000000,0.000
PNW88068,1991,1791.805,13.320070,75.000
PNW88996,2857,2657.805,6.585300,55.000
PNW88645,2969,2769.805,1.378694,12.000
PNW88856,2031,1831.805,39.614034,228.030
PNW88265,7767,7567.805,2.609283,62.052
PNW87819,3938,3738.805,0.000000,0.000
PNW87820,3935,3735.805,5.025784,59.000
PNW88403,1185,985.805,10.329873,32.000
PNW88848,4438,4238.805,1.276267,17.000
PNW88354,4224,4024.805,0.948795,12.000
PNW88808,2540,2340.805,0.000000,0.000
PNW88807,2028,1828.805,2.129429,12.238
PNW88809,809,610.009,2.086699,4.000
PNW88104,3768,3568.805,14.355894,160.997
PNW88103,5791,5591.805,17.689179,310.831
PNW88527,3902,3702.805,7.734774,90.000
PNW87987,1972,1772.805,7.180175,40.000
PNW88314,1261,1061.805,8.780326,29.297
PNW88039,2227,2027.805,0.663213,4.226
PNW88038,2917,2717.805,0.441880,3.774
PNW88002,1968,1768.805,3.598206,20.000
PNW88505,4315,4115.805,7.577174,98.000
PNW89059,4469,4269.805,0.601803,8.075
PNW88071,5392,5192.805,0.428975,7.000
PNW88072,5422,5222.805,0.000000,0.000
PNW88339,1806,1606.805,17.032221,86.000
PNW88837,1351,1151.805,14.919381,54.000
PNW88913,3607,3407.805,6.723474,72.000
PNW88124,4773,4573.805,22.491726,323.269
PNW87931,4409,4209.805,5.194764,68.721
PNW87930,4878,4678.805,2.929183,43.067
PNW88169,3129,2929.805,2.027229,18.664
PNW88170,2175,1975.805,7.624004,47.336
PNW88709,4378,4178.805,6.635588,87.136
PNW87950,6475,6275.805,0.202827,4.000
PNW88783,4764,4564.805,0.140123,2.010
PNW88796,3824,3624.805,0.000000,0.000
PNW88208,3219,3019.805,6.217404,59.000
PNW88183,3361,3161.805,0.354055,3.518
PNW89038,1489,1289.805,7.401729,30.000
PNW88963,3485,3285.805,14.711622,151.903
PNW88173,3958,3758.805,0.464132,5.482
PNW88133,1283,1083.805,5.872390,20.000
PNW88597,1497,1297.805,37.761330,154.000
PNW88930,1848,1648.805,12.156376,62.985
PNW88706,2958,2758.805,7.277043,63.087
PNW88705,2967,2767.805,1.836701,15.975
PNW88225,10299,10099.805,0.063016,2.000
PNW88880,2417,2217.805,28.655178,199.706
PNW88284,1937,1737.805,30.285435,165.386
PNW88090,1425,1225.805,2.596059,10.000
PNW88414,1802,1602.805,6.353387,32.000
PNW87838,3605,3405.805,22.275032,238.398
PNW88511,1547,1347.805,37.698087,159.665
PNW87842,2460,2260.805,0.998285,7.092
PNW88801,1126,926.805,1.716792,5.000
PNW89097,1326,1126.805,1.412271,5.001
PNW87971,815,615.998,0.000000,0.000
PNW88773,472,274.218,0.000000,0.000
PNW87808,1262,1062.805,27.247321,91.000
PNW88413,2215,2015.805,28.416106,180.002
PNW88056,1858,1658.805,9.400192,49.000
PNW88246,1471,1271.805,27.652972,110.516
PNW88921,6139,5939.805,4.147759,77.419
PNW88862,6066,5866.805,4.859086,89.582
PNW88977,1920,1720.805,0.000000,0.000
PNW88635,9515,9315.805,4.406617,129.000
PNW88569,669,470.137,0.000000,0.000
PNW88570,1796,1596.805,0.000000,0.000
PNW87939,3404,3204.805,4.071161,41.000
PNW88415,4917,4717.805,4.453653,66.027
PNW88361,1615,1415.805,5.394854,24.002
PNW88362,432,235.151,0.000000,0.000
PNW88394,1026,826.805,28.096731,73.000
PNW88887,5521,5321.805,7.897431,132.071
PNW88602,2746,2546.805,0.874658,7.000
PNW88892,1423,1223.805,35.112879,135.034
PNW89011,3116,2916.805,8.203648,75.193
PNW88612,1596,1396.805,4.784312,21.000
PNW88539,937,737.836,1.725187,4.000
PNW89014,2313,2113.805,1.558216,10.350
PNW88825,8218,8018.805,3.214725,81.006
PNW87773,1599,1399.805,0.000000,0.000
PNW88383,1179,979.805,28.581106,88.000
PNW88983,1362,1162.805,0.000000,0.000
PNW88984,1806,1606.805,5.743423,29.000
PNW88816,2577,2377.805,6.557765,49.000
PNW89069,1338,1138.805,48.342905,173.000
PNW88210,14240,14040.805,1.201213,53.000
PNW88818,3078,2878.805,1.105411,10.000
PNW88167,1426,1226.805,444.601756,1714.000
PNW88513,3372,3172.805,6.118183,61.000
PNW88180,5267,5067.805,0.000000,0.000
PNW88179,1644,1444.805,0.000000,0.000
PNW88426,1429,1229.805,9.056654,35.000
PNW88934,8424,8224.805,0.696439,18.000
PNW88410,2547,2347.805,40.094798,295.811
PNW88411,2253,2053.805,12.982558,83.788
PNW88634,8125,7925.805,1.485581,37.000
PNW88958,1422,1222.805,10.114925,38.867
PNW87823,2458,2258.805,5.776185,41.000
PNW87804,2329,2129.805,0.000000,0.000
PNW87803,2350,2150.805,1.331645,9.000
PNW87951,3208,3008.805,0.105765,1.000
PNW87952,1119,919.805,0.000000,0.000
PNW88655,2973,2773.805,0.000000,0.000
PNW88409,953,753.826,20.263103,48.000
PNW88590,3531,3331.805,3.533931,37.000
PNW87874,1147,947.805,75.638307,225.281
PNW88350,8756,8556.805,2.975187,80.000
PNW87778,2289,2089.805,30.159262,198.057
PNW88474,1721,1521.805,406.056115,1941.820
PNW88673,4655,4455.805,5.356376,75.000
PNW88922,2162,1962.805,0.000000,0.000
PNW88923,2165,1965.805,7.770282,48.000
PNW89009,5771,5571.805,194.892067,3412.354
PNW88116,3408,3208.805,1.045282,10.540
PNW88117,3003,2803.805,10.382686,91.479
PNW87755,1360,1160.805,95.144910,347.063
PNW88599,1260,1060.805,0.000000,0.000
PNW88600,1721,1521.805,1.045555,5.000
PNW88455,2305,2105.805,3.238602,21.431
PNW88454,2254,2054.805,7.057261,45.569
PNW88742,9858,9658.805,3.099807,94.085
PNW87908,3020,2820.805,0.890010,7.889
PNW87822,2648,2448.805,2.728985,21.000
PNW87848,2554,2354.805,90.211592,667.546
PNW88233,886,686.890,0.000000,0.000
PNW88294,3790,3590.805,3.013171,34.000
PNW88644,2993,2793.805,0.227947,2.001
PNW88406,2677,2477.805,1.798030,14.000
PNW88357,5698,5498.805,0.057872,1.000
PNW87818,3192,2992.805,2.907531,27.344
