Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1115.393,14.170660,42.000
PNW89007,5090,4878.393,0.150115,1.946
PNW89008,3975,3763.393,0.075078,0.751
PNW87871,2041,1829.393,0.000000,0.000
PNW88663,2930,2718.393,14.397587,104.000
PNW87935,3925,3713.393,3.648381,36.000
PNW88719,3075,2863.393,0.000000,0.000
PNW88720,2102,1890.393,0.000000,0.000
PNW89054,1495,1283.393,80.051904,273.000
PNW88445,6061,5849.393,8.556762,133.000
PNW88986,3053,2841.393,4.238257,32.000
PNW87807,9739,9527.393,3.080982,78.000
PNW88379,4494,4282.393,13.760116,156.581
PNW88378,1626,1414.393,0.000000,0.000
PNW88412,1716,1504.393,21.763394,87.000
PNW89087,3057,2845.393,0.300310,2.271
PNW88665,1622,1410.393,0.533652,2.000
PNW88890,2518,2306.393,18.927502,116.000
PNW87944,2485,2273.393,7.614685,46.000
PNW88976,3201,2989.393,67.697903,537.761
PNW88531,1625,1413.393,31.418666,118.000
PNW88118,2291,2079.393,113.836808,629.000
PNW88228,3943,3731.393,2.319666,23.000
PNW88639,2099,1887.393,104.082283,522.000
PNW88721,1108,896.393,7.983318,19.016
PNW88722,381,173.557,2.134216,0.984
PNW88450,8748,8536.393,0.529024,12.000
PNW88449,5442,5230.393,0.000000,0.000
PNW87746,3203,2991.393,4.702658,37.381
PNW88263,1500,1288.393,12.267883,42.000
PNW88830,3784,3572.393,0.000000,0.000
PNW87919,3200,2988.393,2.518610,20.000
PNW87844,10605,10393.393,6.937578,191.601
PNW87843,10599,10387.393,7.080211,195.427
PNW88086,6004,5792.393,11.109811,171.000
PNW88642,626,414.504,0.000000,0.000
PNW87833,1287,1075.393,0.000000,0.000
PNW87832,2976,2764.393,15.927760,117.000
PNW88471,5077,4865.393,44.165869,571.000
PNW87887,2536,2324.393,27.685679,171.000
PNW89021,2091,1879.393,1.001200,5.000
PNW89093,5615,5403.393,5.432461,78.000
PNW87829,2526,2314.393,1.626041,10.000
PNW88777,691,479.473,236.249448,301.000
PNW88254,2082,1870.393,9.255366,46.000
PNW88534,2183,1971.393,1.527163,8.000
PNW87785,2502,2290.393,0.000000,0.000
PNW88324,2416,2204.393,54.117643,317.000
