Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1124.203,29.718229,103.000
PNW89007,5090,4887.203,0.000000,0.000
PNW89008,3975,3772.203,0.000000,0.000
PNW87871,2041,1838.203,0.000000,0.000
PNW88663,2930,2727.203,14.153373,119.000
PNW87935,3925,3722.203,0.609998,7.000
PNW88719,3075,2872.203,0.000000,0.000
PNW88720,2102,1899.203,0.000000,0.000
PNW89054,1495,1292.203,27.611652,110.000
PNW88445,6061,5858.203,5.038572,91.000
PNW88986,3053,2850.203,4.574812,40.199
PNW87807,9739,9536.203,2.074864,61.001
PNW88379,4494,4291.203,18.698123,247.370
PNW88378,1626,1423.203,5.609075,24.611
PNW88412,1716,1513.203,29.152256,136.000
PNW89087,3057,2854.203,1.588639,13.979
PNW88665,1622,1419.203,0.457105,2.000
PNW88890,2518,2315.203,38.257652,273.072
PNW87944,2485,2282.203,13.218224,93.003
PNW88976,3201,2998.203,24.553739,226.959
PNW88531,1625,1422.203,33.754558,148.001
PNW88118,2291,2088.203,37.468519,241.217
PNW88228,3943,3740.203,9.192659,106.000
PNW88639,2099,1896.203,193.864312,1133.319
PNW88721,1108,905.203,1.433324,4.000
PNW88722,381,183.190,0.000000,0.000
PNW88450,8748,8545.203,1.018320,26.827
PNW88449,5442,5239.203,0.072672,1.174
PNW87746,3203,3000.203,12.962137,119.894
PNW88263,1500,1297.203,11.752232,47.000
PNW88830,3784,3581.203,0.000000,0.000
PNW87919,3200,2997.203,12.013152,111.005
PNW87844,10605,10402.203,1.929384,61.875
PNW87843,10599,10396.203,0.000000,0.000
PNW88086,6004,5801.203,23.452629,419.449
PNW88642,626,423.601,0.000000,0.000
PNW87833,1287,1084.203,0.000000,0.000
PNW87832,2976,2773.203,12.748981,109.000
PNW88471,5077,4874.203,30.741241,461.950
PNW87887,2536,2333.203,16.009373,115.159
PNW89021,2091,1888.203,3.952528,23.009
PNW89093,5615,5412.203,6.094271,101.687
PNW87829,2526,2323.203,0.000000,0.000
PNW88777,691,488.470,175.965980,264.994
PNW88254,2082,1879.203,8.975530,52.000
PNW88534,2183,1980.203,2.621240,16.002
PNW87785,2502,2299.203,1.975064,14.000
PNW88324,2416,2213.203,106.404236,726.022
PNW88510,1200,997.203,0.000000,0.000
PNW88509,1921,1718.203,117.976052,624.939
PNW87979,4252,4049.203,0.000000,0.000
PNW88221,3217,3014.203,5.272955,49.000
PNW88340,3049,2846.203,0.113963,1.000
PNW89032,1285,1082.203,4.795586,16.000
PNW87890,985,782.209,2.902723,7.000
PNW87780,2525,2322.203,11.174298,80.000
PNW87864,1535,1332.203,26.483430,108.771
PNW88904,2758,2555.203,10.356411,81.584
PNW88248,2355,2152.203,0.523214,3.472
PNW88249,2334,2131.203,5.103044,33.529
PNW88667,6336,6133.203,3.543555,67.003
PNW89099,3472,3269.203,0.993949,10.018
PNW88337,5050,4847.203,47.487230,709.639
PNW88648,1640,1437.203,23.923141,106.000
PNW88734,1260,1057.203,17.186664,56.017
PNW88863,5246,5043.203,7.986335,124.172
PNW89046,2706,2503.203,7.964650,61.466
PNW88562,2259,2056.203,3.312713,21.000
PNW87750,3789,3586.203,0.180895,2.000
PNW88182,4240,4037.203,7.762581,96.618
PNW88834,2719,2516.203,33.650546,261.040
PNW87892,2450,2247.203,0.000000,0.000
PNW87863,2342,2139.203,47.591596,313.871
PNW88723,1039,836.203,0.000000,0.000
PNW88724,668,465.503,0.000000,0.000
PNW88500,7078,6875.203,0.330250,7.000
PNW87862,653,450.535,1.439900,2.000
PNW88583,2695,2492.203,10.542575,81.003
PNW88312,2252,2049.203,8.705791,55.000
PNW88636,3185,2982.203,48.074583,442.000
PNW88366,6437,6234.203,3.746123,72.000
PNW88532,3155,2952.203,0.109871,1.000
PNW88199,6286,6083.203,3.679148,69.000
PNW88852,1610,1407.203,63.422549,275.150
PNW89003,3179,2976.203,0.000000,0.000
PNW88553,4592,4389.203,1.553249,21.018
PNW88261,2092,1889.203,14.937265,87.000
PNW88931,3412,3209.203,16.172117,160.005
PNW87865,3055,2852.203,147.230842,1294.639
PNW87757,3143,2940.203,1.765115,16.000
PNW88745,1926,1723.203,0.000000,0.000
PNW87855,1525,1322.203,7.604909,31.000
PNW88710,4192,3989.203,1.385746,17.043
PNW88711,3903,3700.203,5.256519,59.964
PNW88138,8196,7993.203,37.251630,917.985
PNW88226,2906,2703.203,4.319707,36.000
PNW88311,8639,8436.203,2.691456,70.001
PNW88702,1178,975.203,25.278386,76.000
PNW88853,2144,1941.203,24.777074,148.283
PNW88715,1546,1343.203,0.482968,2.000
PNW88758,4378,4175.203,10.487854,135.000
PNW87782,531,329.008,4.809269,4.878
PNW87781,2452,2249.203,46.391787,321.691
PNW88230,1496,1293.203,81.664624,325.589
PNW87752,4376,4173.203,1.943126,25.000
PNW88916,8520,8317.203,2.185493,56.040
PNW88917,5952,5749.203,0.000000,0.000
PNW87954,6669,6466.203,0.752441,15.000
PNW88287,1215,1012.203,0.000000,0.000
PNW88286,1203,1000.203,1.621483,5.000
PNW88436,2741,2538.203,38.337638,300.000
PNW87861,1896,1693.203,31.493091,164.397
PNW88680,3646,3443.203,3.014517,32.000
PNW88028,1388,1185.203,9.305005,34.000
PNW88176,2289,2086.203,21.922647,141.000
PNW88177,2112,1909.203,0.000000,0.000
PNW88147,2007,1804.203,49.799481,277.000
PNW88951,6002,5799.203,1.922317,34.369
PNW88950,5025,4822.203,4.750970,70.631
PNW89029,1995,1792.203,3.257735,18.000
PNW88504,3172,2969.203,8.739379,80.000
PNW88598,1055,852.203,3.806163,10.000
PNW89070,1864,1661.203,16.564605,84.835
PNW87990,5262,5059.203,1.731060,27.000
PNW88685,3358,3155.203,2.056048,20.000
PNW88714,3211,3008.203,4.734007,43.904
PNW88467,2592,2389.203,2.036426,15.000
PNW88784,5838,5635.203,7.014210,121.859
PNW88157,1809,1606.203,0.483761,2.396
PNW88095,2268,2065.203,0.000000,0.000
PNW88096,3494,3291.203,3.945732,40.036
PNW88770,1280,1077.203,0.000000,0.000
PNW88771,399,200.112,0.000000,0.000
PNW88137,3456,3253.203,1.794700,18.000
PNW88473,4298,4095.203,3.674185,46.388
PNW88472,4554,4351.203,11.222392,150.544
PNW87795,2615,2412.203,10.488447,78.000
PNW88753,2855,2652.203,4.893248,40.010
PNW88088,1679,1476.203,758.226887,3450.760
PNW88089,1749,1546.203,0.000000,0.000
PNW88355,7175,6972.203,9.830739,211.313
PNW88615,1257,1054.203,26.154357,85.004
PNW88797,1831,1628.203,0.996075,5.000
PNW87988,6932,6729.203,2.212499,45.900
PNW88264,2172,1969.203,0.823588,5.000
PNW88358,5884,5681.203,1.200831,21.033
PNW88267,22598,22395.203,0.449048,31.004
PNW88508,2242,2039.203,77.780310,488.990
PNW87754,1326,1123.203,0.000000,0.000
PNW87753,1338,1135.203,9.714844,34.000
PNW88442,5968,5765.203,34.401377,611.449
PNW88889,3866,3663.203,3.004205,33.928
PNW88494,8300,8097.203,0.882866,22.039
PNW88854,2101,1898.203,15.868314,92.863
PNW87854,12099,11896.203,3.583046,131.411
PNW88390,6288,6085.203,0.000000,0.000
PNW88388,7467,7264.203,0.401869,9.000
PNW88389,6285,6082.203,0.000000,0.000
PNW88626,5613,5410.203,0.299769,5.000
PNW88231,1378,1175.203,134.284678,486.529
PNW88241,10492,10289.203,0.220672,7.000
PNW88578,1790,1587.203,23.910234,117.000
PNW89018,2722,2519.203,2.575119,20.000
PNW87737,2900,2697.203,4.229491,35.170
PNW88993,1804,1601.203,6.684947,33.000
PNW87850,1319,1116.203,28.478252,98.000
PNW88003,2490,2287.203,6.099176,43.008
PNW88031,7175,6972.203,2.905092,62.445
PNW88030,6765,6562.203,0.472280,9.555
PNW88035,4587,4384.203,5.327979,72.015
PNW88427,1574,1371.203,10.171784,43.000
PNW88376,5436,5233.203,0.358009,5.776
PNW87784,4412,4209.203,5.080905,65.934
PNW87851,1543,1340.203,100.559201,415.491
PNW88622,3742,3539.203,0.000000,0.000
PNW88308,6227,6024.203,1.346080,25.000
PNW88067,2202,1999.203,0.000000,0.000
PNW88068,1991,1788.203,12.153138,67.000
PNW88996,2857,2654.203,6.110506,50.001
PNW88645,2969,2766.203,1.876145,16.000
PNW88856,2031,1828.203,46.200849,260.402
PNW88265,7767,7564.203,0.814743,19.000
PNW87819,3938,3735.203,2.885132,33.224
PNW87820,3935,3732.203,2.935458,33.776
PNW88403,1185,982.203,9.246710,28.000
PNW88848,4438,4235.203,0.229762,3.000
PNW88354,4224,4021.203,0.967956,12.000
PNW88808,2540,2337.203,0.000000,0.000
PNW88807,2028,1825.203,2.100135,11.818
PNW88809,809,606.370,1.604775,3.000
PNW88104,3768,3565.203,12.425315,136.572
PNW88103,5791,5588.203,19.740799,340.100
PNW88527,3902,3699.203,7.696093,87.770
PNW87987,1972,1769.203,2.750072,15.000
