Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1115.823,40.300430,145.230
PNW89007,5090,4878.823,0.000000,0.000
PNW89008,3975,3763.823,0.000000,0.000
PNW87871,2041,1829.823,0.000000,0.000
PNW88663,2930,2718.823,20.613194,181.000
PNW87935,3925,3713.823,2.251076,27.000
PNW88719,3075,2863.823,0.000000,0.000
PNW88720,2102,1890.823,0.000000,0.000
PNW89054,1495,1283.823,39.794837,165.000
PNW88445,6061,5849.823,5.716480,108.000
PNW88986,3053,2841.823,5.774661,53.000
PNW87807,9739,9527.823,3.574758,110.000
PNW88379,4494,4282.823,36.868536,509.963
PNW88378,1626,1414.823,12.622551,57.677
PNW88412,1716,1504.823,36.625385,178.000
PNW89087,3057,2845.823,0.647019,5.947
PNW88665,1622,1410.823,0.219470,1.000
PNW88890,2518,2306.823,35.285976,262.887
PNW87944,2485,2273.823,15.797454,116.010
PNW88976,3201,2989.823,124.817527,1205.240
PNW88531,1625,1413.823,40.524995,185.042
PNW88118,2291,2079.823,72.123209,484.455
PNW88228,3943,3731.823,7.780825,93.778
PNW88639,2099,1887.823,215.006046,1310.884
PNW88721,1108,896.823,0.345256,1.000
PNW88722,381,176.625,0.000000,0.000
PNW88450,8748,8536.823,1.088110,30.000
PNW88449,5442,5230.823,0.000000,0.000
PNW87746,3203,2991.823,20.980751,202.726
PNW88263,1500,1288.823,13.737339,57.181
PNW88830,3784,3572.823,0.000000,0.000
PNW87919,3200,2988.823,7.881026,76.074
PNW87844,10605,10393.823,1.611686,54.101
PNW87843,10599,10387.823,1.712840,57.464
PNW88086,6004,5792.823,30.265823,566.233
PNW88642,626,415.283,0.000000,0.000
PNW87833,1287,1075.823,0.000000,0.000
PNW87832,2976,2764.823,17.806779,159.003
PNW88471,5077,4865.823,38.358297,602.793
PNW87887,2536,2324.823,50.473317,378.969
PNW89021,2091,1879.823,2.635425,16.000
PNW89093,5615,5403.823,3.500886,61.099
PNW87829,2526,2314.823,0.000000,0.000
PNW88777,691,480.147,199.109794,308.759
PNW88254,2082,1870.823,10.757920,65.000
PNW88534,2183,1971.823,4.867884,31.000
PNW87785,2502,2290.823,3.649387,27.000
