Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1147.975,16.112992,128.019
PNW89007,5090,4910.975,0.000000,0.000
PNW89008,3975,3795.975,0.000000,0.000
PNW87871,2041,1861.975,0.000000,0.000
PNW88663,2930,2750.975,3.886687,74.000
PNW87935,3925,3745.975,5.322970,138.002
PNW88719,3075,2895.975,0.000000,0.000
PNW88720,2102,1922.975,0.000000,0.000
PNW89054,1495,1315.975,30.744020,280.010
PNW88445,6061,5881.975,2.259952,92.000
PNW88986,3053,2873.975,4.172820,83.000
PNW87807,9739,9559.975,1.148909,76.016
PNW88379,4494,4314.975,21.749049,649.507
PNW88378,1626,1446.975,0.000000,0.000
PNW88412,1716,1536.975,38.356033,408.005
PNW89087,3057,2877.975,0.050364,1.003
PNW88665,1622,1442.975,9.812999,98.000
PNW88890,2518,2338.975,18.067406,292.474
PNW87944,2485,2305.975,22.295902,355.832
PNW88976,3201,3021.975,12.205111,255.269
PNW88531,1625,1445.975,33.774615,338.000
PNW88118,2291,2111.975,64.846736,947.856
PNW88228,3943,3763.975,4.916244,128.069
PNW88639,2099,1919.975,100.795782,1339.379
PNW88721,1108,928.975,2.333038,15.000
PNW88722,381,205.130,0.000000,0.000
PNW88450,8748,8568.975,0.269800,16.001
PNW88449,5442,5262.975,0.000000,0.000
PNW87746,3203,3023.975,6.643228,139.035
PNW88263,1500,1320.975,5.250264,48.000
PNW88830,3784,3604.975,0.000000,0.000
PNW87919,3200,3020.975,3.031033,63.373
PNW87844,10605,10425.975,2.748179,198.302
PNW87843,10599,10419.975,2.458862,177.323
PNW88086,6004,5824.975,17.042894,687.073
PNW88642,626,447.310,0.000000,0.000
PNW87833,1287,1107.975,0.000000,0.000
PNW87832,2976,2796.975,10.165586,196.783
PNW88471,5077,4897.975,20.069663,680.334
PNW87887,2536,2356.975,25.994571,424.036
PNW89021,2091,1911.975,3.551813,47.000
PNW89093,5615,5435.975,8.817485,331.732
PNW87829,2526,2346.975,0.061564,1.000
PNW88777,691,512.223,123.277235,437.026
PNW88254,2082,1902.975,5.998304,79.000
PNW88534,2183,2003.975,3.172451,44.000
PNW87785,2502,2322.975,1.243999,20.000
PNW88324,2416,2236.975,76.370770,1182.371
PNW88510,1200,1020.975,0.000000,0.000
PNW88509,1921,1741.975,300.705548,3625.341
PNW87979,4252,4072.975,0.000000,0.000
PNW88221,3217,3037.975,8.894574,187.014
PNW88340,3049,2869.975,0.453105,9.000
PNW89032,1285,1105.975,4.703181,36.000
PNW87890,985,805.979,4.661053,26.000
PNW87780,2525,2345.975,4.064949,66.000
PNW87864,1535,1355.975,12.124994,113.789
PNW88904,2758,2578.975,11.354333,202.663
PNW88248,2355,2175.975,0.000000,0.000
PNW88249,2334,2154.975,6.325833,94.346
PNW88667,6336,6156.975,1.947804,83.000
PNW89099,3472,3292.975,0.000000,0.000
PNW88337,5050,4870.975,52.819943,1780.653
PNW88648,1640,1460.975,65.242338,659.687
PNW88734,1260,1080.975,8.019921,60.000
PNW88863,5246,5066.975,0.513285,18.000
PNW89046,2706,2526.975,1.543822,27.000
PNW88562,2259,2079.975,3.264933,47.000
PNW87750,3789,3609.975,2.641644,66.000
PNW88182,4240,4060.975,9.181102,258.042
PNW88834,2719,2539.975,79.162344,1391.597
PNW87892,2450,2270.975,0.130315,2.048
PNW87863,2342,2162.975,47.747029,714.765
PNW88723,1039,859.975,0.000000,0.000
PNW88724,668,489.240,0.000000,0.000
PNW88500,7078,6898.975,0.439814,21.000
PNW87862,653,474.258,2.570880,8.438
PNW88583,2695,2515.975,9.533146,166.000
PNW88312,2252,2072.975,5.227592,75.000
PNW88636,3185,3005.975,16.054456,334.000
PNW88366,6437,6257.975,3.301693,143.000
PNW88532,3155,2975.975,0.486243,10.015
PNW88199,6286,6106.975,5.513199,233.021
PNW88852,1610,1430.975,4.644728,46.000
PNW89003,3179,2999.975,0.048163,1.000
PNW88553,4592,4412.975,0.327418,10.000
PNW88261,2092,1912.975,23.760609,314.581
PNW88931,3412,3232.975,20.205931,452.113
PNW87865,3055,2875.975,124.141944,2470.980
PNW87757,3143,2963.975,0.487484,10.000
PNW88745,1926,1746.975,6.089569,73.627
PNW87855,1525,1345.975,14.921494,139.000
PNW88710,4192,4012.975,5.447156,151.287
PNW88711,3903,3723.975,2.045892,52.730
PNW88138,8196,8016.975,60.278212,3344.540
PNW88226,2906,2726.975,4.450744,84.000
PNW88311,8639,8459.975,2.370158,138.775
PNW88702,1178,998.975,27.242646,188.352
PNW88853,2144,1964.975,1.323579,18.000
PNW88715,1546,1366.975,0.105700,1.000
PNW88758,4378,4198.975,2.236684,65.000
PNW87782,531,352.568,1.790372,4.369
PNW87781,2452,2272.975,19.743880,310.594
PNW88230,1496,1316.975,132.120196,1204.238
PNW87752,4376,4196.975,3.962147,115.089
PNW88916,8520,8340.975,2.232597,128.882
PNW88917,5952,5772.975,0.107326,4.288
PNW87954,6669,6489.975,0.426143,19.141
PNW88287,1215,1035.975,0.000000,0.000
PNW88286,1203,1023.975,1.975482,14.000
PNW88436,2741,2561.975,32.936736,584.011
PNW87861,1896,1716.975,88.271324,1048.936
PNW88680,3646,3466.975,2.625628,63.001
PNW88028,1388,1208.975,6.095191,51.000
PNW88176,2289,2109.975,13.625871,198.979
PNW88177,2112,1932.975,6.803779,91.021
