Name,Length,EffectiveLength,TPM,NumReads
PNW88964,1327,1128.835,6.535451,21.000
PNW89007,5090,4891.835,0.000000,0.000
PNW89008,3975,3776.835,0.000000,0.000
PNW87871,2041,1842.835,0.000000,0.000
PNW88663,2930,2731.835,10.159198,79.000
PNW87935,3925,3726.835,4.524680,48.000
PNW88719,3075,2876.835,0.000000,0.000
PNW88720,2102,1903.835,0.184526,1.000
PNW89054,1495,1296.835,47.948527,177.000
PNW88445,6061,5862.835,6.950837,116.000
PNW88986,3053,2854.835,4.553103,37.000
PNW87807,9739,9540.835,2.761606,75.000
PNW88379,4494,4295.835,28.761423,351.699
PNW88378,1626,1427.835,0.000000,0.000
PNW88412,1716,1517.835,13.655707,59.000
PNW89087,3057,2858.835,0.136265,1.109
PNW88665,1622,1423.835,2.220596,9.000
PNW88890,2518,2319.835,10.297661,68.000
PNW87944,2485,2286.835,5.069509,33.000
PNW88976,3201,3002.835,75.406157,644.542
PNW88531,1625,1426.835,21.666844,88.000
PNW88118,2291,2092.835,99.877748,595.000
PNW88228,3943,3744.835,3.189576,34.000
PNW88639,2099,1900.835,66.349367,359.000
PNW88721,1108,909.835,6.177945,16.000
PNW88722,381,186.540,0.000000,0.000
PNW88450,8748,8549.835,0.758721,18.465
PNW88449,5442,5243.835,0.102914,1.536
PNW87746,3203,3004.835,3.975238,34.001
PNW88263,1500,1301.835,5.397104,20.000
PNW88830,3784,3585.835,0.000000,0.000
PNW87919,3200,3001.835,3.744984,32.000
PNW87844,10605,10406.835,8.471036,250.939
PNW87843,10599,10400.835,6.518696,192.993
PNW88086,6004,5805.835,14.582741,241.000
PNW88642,626,427.986,0.000000,0.000
PNW87833,1287,1088.835,0.000000,0.000
PNW87832,2976,2777.835,12.899727,102.000
PNW88471,5077,4878.835,34.203006,475.000
PNW87887,2536,2337.835,23.442154,156.000
PNW89021,2091,1892.835,1.855983,10.000
PNW89093,5615,5416.835,5.901774,91.000
PNW87829,2526,2327.835,1.809595,11.991
PNW88777,691,492.905,146.109101,205.000
PNW88254,2082,1883.835,6.899945,37.000
PNW88534,2183,1984.835,0.707982,4.000
PNW87785,2502,2303.835,0.304976,2.000
PNW88324,2416,2217.835,47.678659,301.000
PNW88510,1200,1001.835,1.684553,4.804
PNW88509,1921,1722.835,345.671049,1695.196
PNW87979,4252,4053.835,46.536639,537.000
PNW88221,3217,3018.835,7.263540,62.417
PNW88340,3049,2850.835,0.246459,2.000
PNW89032,1285,1086.835,1.616193,5.000
PNW87890,985,786.837,10.715520,24.000
PNW87780,2525,2326.835,3.472554,23.000
PNW87864,1535,1336.835,20.234834,77.000
PNW88904,2758,2559.835,5.905929,43.034
PNW88248,2355,2156.835,0.000000,0.000
PNW88249,2334,2135.835,10.197900,62.000
PNW88667,6336,6137.835,2.976288,52.000
PNW89099,3472,3273.835,0.619325,5.771
PNW88337,5050,4851.835,68.352243,944.000
PNW88648,1640,1441.835,17.055687,70.000
PNW88734,1260,1061.835,3.639338,11.000
PNW88863,5246,5047.835,0.765551,11.000
PNW89046,2706,2507.835,5.603351,40.000
PNW88562,2259,2060.835,2.216087,13.000
PNW87750,3789,3590.835,31.306990,320.000
PNW88182,4240,4041.835,13.920991,160.163
PNW88834,2719,2520.835,28.861344,207.097
PNW87892,2450,2251.835,0.000000,0.000
PNW87863,2342,2143.835,31.135010,190.000
PNW88723,1039,840.835,0.000000,0.000
PNW88724,668,469.941,0.000000,0.000
PNW88500,7078,6879.835,0.255316,5.000
PNW87862,653,454.963,0.772166,1.000
PNW88583,2695,2496.835,4.924532,35.000
PNW88312,2252,2053.835,4.618330,27.000
PNW88636,3185,2986.835,31.051278,264.000
PNW88366,6437,6238.835,4.786326,85.000
PNW88532,3155,2956.835,3.445543,29.000
PNW88199,6286,6087.835,5.712933,99.000
PNW88852,1610,1411.835,9.206711,37.000
PNW89003,3179,2980.835,0.000000,0.000
PNW88553,4592,4393.835,8.715043,109.000
PNW88261,2092,1893.835,3.153505,17.000
PNW88931,3412,3213.835,9.400732,86.000
PNW87865,3055,2856.835,168.469851,1370.000
PNW87757,3143,2944.835,0.000000,0.000
PNW88745,1926,1727.835,0.406644,2.000
PNW87855,1525,1326.835,0.794312,3.000
PNW88710,4192,3993.835,2.995564,34.055
PNW88711,3903,3704.835,4.168229,43.958
PNW88138,8196,7997.835,43.002833,979.000
PNW88226,2906,2707.835,10.897926,84.000
PNW88311,8639,8440.835,3.246355,78.000
PNW88702,1178,979.835,27.965871,78.000
PNW88853,2144,1945.835,4.333033,24.000
PNW88715,1546,1347.835,0.781936,3.000
PNW88758,4378,4179.835,0.420240,5.000
PNW87782,531,333.200,0.000000,0.000
PNW87781,2452,2253.835,8.572892,55.000
PNW88230,1496,1297.835,146.982988,543.000
PNW87752,4376,4177.835,5.381650,64.000
PNW88916,8520,8321.835,3.883788,92.000
PNW88917,5952,5753.835,0.000000,0.000
PNW87954,6669,6470.835,0.335915,6.187
PNW88287,1215,1016.835,6.909812,20.000
PNW88286,1203,1004.835,0.000000,0.000
PNW88436,2741,2542.835,5.111758,37.000
